B2_pos	ss	B2_reads
53515747	5ss	40
53516281	3ss	776
53516865	3ss	64
53517000	5ss	56
53517512	3ss	56
53517657	5ss	103
53517857	3ss	103
53524042	3ss	40
53574621	5ss	45
53575461	3ss	45
53575776	5ss	60
53578675	3ss	60
53578694	5ss	318
53578824	5ss	59
53578991	3ss	318
53579126	5ss	1001
53579171	3ss	59
53579260	5ss	55
53579661	3ss	1001
53579709	5ss	13
53579738	3ss	55
53579861	5ss	43
53580175	3ss	43
53580293	5ss	92
53580366	3ss	13
53580405	5ss	35
53581285	3ss	92
535837	3ss	330
53586035	3ss	35
535923	5ss	377
536243	3ss	377
536340	5ss	607
53646052	5ss	67
53646602	3ss	67
53660213	5ss	32
53662161	5ss	29
53662539	3ss	29
53662631	5ss	63
53662767	5ss	84
53662808	3ss	63
53663869	5ss	85
53664162	3ss	85
53664266	5ss	65
53664462	3ss	65
53664582	5ss	53
53666391	3ss	84
53666471	5ss	137
53666505	3ss	53
53666641	5ss	49
53667995	3ss	137
53668101	5ss	183
53668601	3ss	49
53668794	5ss	78
53670404	3ss	78
53670643	5ss	64
53670867	3ss	64
53671011	5ss	90
53671254	3ss	90
53671392	5ss	45
53671605	3ss	45
53671744	5ss	82
53673516	3ss	82
53673650	5ss	94
53675291	3ss	94
53675410	5ss	80
53675687	3ss	183
53676048	3ss	80
53676219	5ss	57
53676913	3ss	57
53676991	5ss	91
53677041	5ss	53
53677166	3ss	53
53677322	5ss	36
53677842	3ss	36
53677951	5ss	56
53678936	3ss	91
53679708	3ss	56
53680696	5ss	78
53681756	3ss	78
53682125	5ss	72
53682322	3ss	72
53682483	5ss	96
53682874	3ss	96
53683087	5ss	86
53683188	3ss	86
53683378	5ss	49
53683869	3ss	49
53683996	5ss	35
53684131	3ss	35
53684253	5ss	52
53684625	3ss	52
53684780	5ss	72
53685474	3ss	72
53685644	5ss	79
53685768	3ss	79
53685872	5ss	107
53686062	3ss	107
53686177	5ss	40
53686358	3ss	40
53686441	5ss	47
53686590	3ss	47
53686754	5ss	72
53687057	3ss	72
5368783	3ss	11
53689423	5ss	1372
53689623	3ss	1263
53689725	5ss	1160
53690028	3ss	1160
53690059	5ss	1065
53691634	3ss	1154
53691708	5ss	1406
53691829	3ss	1426
53691934	5ss	2243
53693053	3ss	2243
53693737	5ss	206
53693934	3ss	206
53694046	5ss	142
5369415	5ss	16
53696818	3ss	142
53696977	5ss	162
53699692	3ss	162
53699844	5ss	203
53699982	3ss	203
53700104	5ss	232
53700464	3ss	232
53700645	5ss	229
53700750	3ss	229
537013	3ss	607
53706908	3ss	32
53707025	5ss	27
537147	5ss	330
53738141	5ss	51
53743791	3ss	27
53743869	5ss	42
53747685	3ss	42
53747774	5ss	54
53761296	3ss	54
53761352	5ss	56
53761627	3ss	56
53761690	5ss	56
53762083	3ss	56
53762157	5ss	60
53764545	3ss	60
53764689	5ss	53
53767427	3ss	53
53767545	5ss	79
53769177	3ss	79
53769260	5ss	58
53774082	5ss	69
53775443	3ss	69
53775597	5ss	160
53775894	3ss	160
53777114	5ss	14
53777406	5ss	144
53778652	3ss	58
53778767	5ss	93
53784296	3ss	93
53784468	5ss	74
53785423	3ss	74
53785559	5ss	138
53787433	3ss	138
537935	3ss	85
53800369	3ss	158
53800537	5ss	126
538031	5ss	109
53803146	3ss	126
53803345	5ss	197
53804711	3ss	197
53815403	5ss	32
53828605	5ss	108
53835576	5ss	226
53835584	5ss	69
53836479	3ss	295
53836517	5ss	414
53837045	5ss	12
53837175	3ss	404
53837325	3ss	10
53837557	5ss	903
53839009	3ss	32
53839799	3ss	903
53844052	3ss	51
53844129	5ss	50
53844488	3ss	12
53844575	5ss	40
53844696	3ss	108
53844813	5ss	148
53846160	5ss	171
53848467	3ss	148
53848510	3ss	171
53848546	5ss	192
53848653	5ss	608
53848759	3ss	40
53848885	5ss	31
53849131	3ss	608
53849154	5ss	473
53849245	3ss	473
53849277	5ss	751
53849669	3ss	751
53849785	5ss	1202
53851085	3ss	192
53851256	5ss	93
53852153	3ss	93
53852220	5ss	66
53853056	3ss	1202
53853187	5ss	1384
53853396	3ss	66
53854071	3ss	31
53854799	3ss	1384
53854927	5ss	971
53856277	3ss	971
53856351	5ss	1814
53858544	3ss	1354
53858636	5ss	978
53859716	3ss	1334
53859757	5ss	1224
53859776	3ss	50
53860403	5ss	40
53861005	3ss	1328
53861077	5ss	1332
53861589	3ss	1073
53861627	5ss	1038
53862561	3ss	1095
53862564	3ss	202
53862616	5ss	962
53865422	3ss	962
53865591	5ss	1142
53868653	3ss	15
53873190	3ss	1127
53878067	3ss	40
53878210	5ss	53
53879149	5ss	10
53880675	5ss	58
53882691	3ss	58
53882715	5ss	86
53883682	3ss	86
53883822	5ss	167
53883975	3ss	10
538851	3ss	15
53886026	3ss	167
53886153	5ss	60
53886898	3ss	60
53887024	5ss	94
53889321	3ss	66
53889368	5ss	81
53890871	3ss	109
53891013	5ss	115
53891643	3ss	115
53891717	5ss	71
53892746	3ss	71
53892845	5ss	67
53894157	3ss	67
53894255	5ss	97
53895245	5ss	177
53895492	5ss	11
53895799	3ss	174
53895968	5ss	162
53896811	3ss	176
53896913	5ss	157
53897497	3ss	157
53897592	5ss	209
53898181	3ss	209
53898253	5ss	135
53898446	5ss	12
53898482	3ss	135
53898599	5ss	142
53898773	3ss	97
53898919	3ss	104
53899046	5ss	69
53899433	3ss	107
53899634	5ss	126
53899775	3ss	126
539000	5ss	13
5390004	5ss	62
53901196	3ss	12
53907698	3ss	53
53907777	5ss	37
53913756	3ss	37
53913899	5ss	76
5391516	3ss	24
5392143	3ss	38
53922744	3ss	76
53922863	5ss	61
53943186	5ss	21
53945049	3ss	21
53949590	5ss	49
53950449	3ss	49
53950536	5ss	13
53952765	3ss	13
539633	5ss	11
53967897	3ss	61
53968021	5ss	36
53971043	5ss	12
539830	3ss	109
53987004	3ss	12
53990012	5ss	13
539902	5ss	133
53993629	3ss	13
53995158	5ss	42
53999044	3ss	42
53999079	5ss	34
53999084	5ss	16
54001279	3ss	50
5401344	5ss	11
54014509	5ss	421
54021482	3ss	421
54021586	5ss	317
54023070	3ss	317
54023150	5ss	302
54024652	3ss	302
54024729	5ss	451
54024869	3ss	451
54024932	5ss	647
54026184	3ss	647
54026218	5ss	693
54028534	3ss	693
54028757	5ss	267
54028850	3ss	267
54028979	5ss	269
54035436	3ss	177
54035597	5ss	219
54036351	3ss	311
54036410	5ss	451
54040086	3ss	451
54040210	5ss	324
54041680	3ss	324
54041757	5ss	247
54041997	3ss	247
54042072	5ss	150
54042536	5ss	11
54045035	3ss	150
5404775	3ss	16
5404934	5ss	41
540508	3ss	11
54059099	3ss	11
54059162	5ss	10
540667	5ss	10
54072558	3ss	10
54072639	5ss	10
54074437	5ss	150
54074683	3ss	150
54074845	5ss	106
54074858	3ss	10
54074984	5ss	10
54076055	3ss	106
54076195	5ss	193
54076314	3ss	193
54079951	3ss	10
541032	3ss	133
541120	5ss	156
541339	3ss	330
54145674	3ss	36
54198458	5ss	14
54200850	3ss	14
542340	3ss	156
54244090	5ss	258
54245240	3ss	53
54245284	5ss	74
54245392	3ss	279
54245431	5ss	373
54248445	3ss	373
54248502	5ss	504
542488	5ss	112
54249940	3ss	504
54250043	5ss	560
54255976	3ss	560
54256040	5ss	211
54256688	3ss	211
54256795	5ss	229
54257176	3ss	229
54257306	5ss	375
54257597	3ss	130
54257665	5ss	131
54265897	3ss	376
54266006	5ss	321
54280782	3ss	121
54280889	5ss	165
54292039	3ss	365
54292132	5ss	228
54294194	3ss	228
54294350	5ss	179
54306749	3ss	51
54306775	5ss	39
54308820	3ss	167
54308874	5ss	101
54310215	3ss	101
54310270	5ss	179
5431274	3ss	41
5431405	5ss	31
54319087	3ss	179
54319300	5ss	332
54324820	3ss	332
54324957	5ss	244
54325469	3ss	244
54333426	5ss	23
54338784	3ss	23
54346669	5ss	10
54348544	3ss	10
54354205	5ss	14
54358447	3ss	14
54365885	5ss	48
5436589	5ss	14
54371197	5ss	49
5437193	3ss	14
54373008	3ss	49
54373092	5ss	207
54376782	3ss	207
54379794	5ss	127
54380470	5ss	44
54382953	3ss	171
54385390	5ss	13
54394510	5ss	15
54396214	3ss	15
54398614	3ss	13
54398828	5ss	22
54412222	5ss	97
5441336	5ss	37
54413461	3ss	44
54413494	5ss	30
54413654	5ss	14
54417659	3ss	97
54418145	5ss	96
54422705	5ss	10
54423439	3ss	10
54423814	3ss	22
54423822	3ss	96
54423953	5ss	152
54424583	5ss	24
54426029	3ss	152
54426096	3ss	24
54426147	5ss	114
54427707	3ss	114
54427795	5ss	169
54427969	3ss	169
54428082	5ss	132
54431969	3ss	132
54432053	5ss	150
5443281	3ss	37
54433338	3ss	150
5443357	5ss	48
5444402	3ss	48
5444439	5ss	52
54456224	5ss	25
54456822	3ss	25
54457083	5ss	31
54459883	3ss	31
54466935	5ss	169
54467123	3ss	169
54467213	5ss	115
54469833	3ss	115
54469924	5ss	146
54470441	3ss	146
54470617	5ss	240
54470849	3ss	240
5447540	3ss	52
5447622	5ss	41
5447834	3ss	41
5447873	5ss	45
5447954	3ss	45
5448010	5ss	28
54519431	5ss	20
54520054	3ss	20
54520197	5ss	15
54520396	5ss	45
54525774	3ss	45
54527306	5ss	27
54529817	3ss	27
54529888	5ss	44
54531825	3ss	48
54534429	3ss	15
54542423	3ss	44
54542642	5ss	37
5454665	3ss	28
5454751	5ss	79
5454783	5ss	93
54554463	5ss	15
54556366	3ss	37
54556735	5ss	88
54556852	5ss	91
54557694	5ss	22
54558953	3ss	179
54559018	5ss	152
54561958	3ss	15
54565473	3ss	152
54565534	5ss	173
54566568	3ss	173
54566675	5ss	228
54567706	3ss	228
54567822	5ss	181
54569388	3ss	181
54569471	5ss	141
54569640	3ss	141
54569775	5ss	179
54570656	3ss	179
54570759	5ss	175
5457445	3ss	79
54574662	3ss	175
54574806	5ss	116
54577396	3ss	116
54577483	5ss	124
54578001	3ss	124
54578175	5ss	230
54578265	3ss	230
54578407	5ss	238
5457854	5ss	47
54578725	3ss	238
54578861	5ss	313
54580998	3ss	313
54581125	5ss	180
54584869	3ss	180
54585088	5ss	104
54586093	3ss	22
54586262	5ss	33
54586953	3ss	104
54590009	3ss	33
54591339	5ss	23
54592571	5ss	25
54603019	3ss	23
54603975	5ss	119
5460549	3ss	47
54606196	5ss	333
54606422	3ss	333
54606496	5ss	686
54606624	5ss	14
54608904	3ss	13
54609010	5ss	12
54609241	3ss	685
54609318	5ss	551
54609660	3ss	12
54609753	5ss	26
54610118	3ss	565
54614137	3ss	25
54618155	3ss	119
54618292	5ss	145
54619177	5ss	120
54619960	3ss	145
54620026	5ss	253
54621621	3ss	21
54621651	3ss	99
54621835	5ss	273
54621953	3ss	273
54622013	5ss	318
54623544	3ss	253
54623606	5ss	272
54624309	5ss	12
54624527	3ss	272
54624639	5ss	172
54625239	3ss	318
54625322	5ss	252
54625876	3ss	252
54625965	3ss	12
54625973	5ss	315
54626054	5ss	17
54626833	3ss	315
54626939	5ss	216
54627128	3ss	216
54627297	5ss	258
54627878	3ss	258
54628035	5ss	134
54629661	3ss	14
54629760	5ss	14
54629903	3ss	134
54629992	5ss	186
54630559	3ss	17
54630687	5ss	11
54631448	3ss	186
54631575	5ss	227
54631680	3ss	227
54631752	5ss	296
54632432	3ss	296
54632560	5ss	145
54632647	3ss	145
54632745	5ss	130
54634738	3ss	130
54635838	3ss	172
54636012	5ss	231
54637509	3ss	231
54637599	5ss	270
54639159	3ss	270
54639283	5ss	247
54640350	3ss	247
54640448	5ss	254
54640922	3ss	254
54641024	5ss	127
54641709	5ss	45
54642841	3ss	127
54642972	5ss	83
54645401	3ss	83
54645480	5ss	155
54646662	3ss	10
54646665	3ss	35
54646739	5ss	95
54646747	3ss	155
54646855	3ss	95
54646857	5ss	324
54646922	5ss	166
54647178	3ss	166
54647252	5ss	194
54647396	3ss	194
54647485	5ss	190
54647742	3ss	190
54647870	5ss	239
54647973	3ss	239
54648068	5ss	176
54648996	3ss	324
54649097	5ss	230
54649331	3ss	36
54649334	3ss	140
54649553	5ss	197
54649646	3ss	197
54649779	5ss	75
54650337	3ss	75
54650393	5ss	97
54651883	3ss	97
54652270	5ss	40
54652355	3ss	40
54652478	5ss	108
54653295	3ss	108
5465339	5ss	45
54653493	5ss	68
54654401	3ss	230
54654526	5ss	86
54655963	3ss	68
54656062	5ss	63
54656165	3ss	63
54656363	5ss	131
54656604	3ss	131
54656736	5ss	54
54657452	3ss	54
54657577	5ss	68
54659047	3ss	68
54662553	3ss	86
54662703	5ss	130
54662738	5ss	10
54662827	3ss	10
5466447	3ss	45
5466615	5ss	80
54666262	5ss	415
54670691	3ss	415
54670874	5ss	525
54670968	3ss	525
54671083	5ss	632
54674142	3ss	130
54674314	5ss	165
5467436	3ss	11
54674606	5ss	1616
54674955	3ss	165
54675023	5ss	166
54675170	3ss	1616
5467527	5ss	15
54675286	5ss	2396
54675579	3ss	2396
54675619	3ss	632
54675725	5ss	2275
54675804	5ss	1092
54675874	3ss	2275
54676084	5ss	1631
54676178	3ss	1631
54676270	5ss	1557
54676357	3ss	1557
54676449	5ss	1605
54676584	3ss	1605
54676658	5ss	1541
54676863	3ss	132
54677018	5ss	96
54677596	3ss	1505
54677751	5ss	4339
54678042	3ss	4339
54678101	5ss	3307
54678174	3ss	1092
54678331	5ss	398
54678333	3ss	3272
54680446	3ss	35
54680516	5ss	44
54680737	3ss	44
54681814	3ss	398
54682017	5ss	328
546824	3ss	13
54683655	5ss	54
54683802	3ss	166
54683845	3ss	328
54683930	5ss	254
54685246	3ss	11
54685379	5ss	15
546859	5ss	14
5468618	3ss	93
5468684	5ss	65
54687976	3ss	14
5468941	3ss	80
5469101	5ss	36
54693244	3ss	254
54693354	5ss	175
54694301	5ss	51
54695212	3ss	51
54695458	5ss	257
54695572	3ss	257
54695815	5ss	339
54695967	3ss	339
54696061	3ss	175
54696224	5ss	260
54696249	5ss	138
54697030	3ss	260
54701253	3ss	138
54701416	5ss	224
54704756	5ss	815
54705028	3ss	815
54705149	5ss	4603
54705355	3ss	4603
54705477	5ss	3666
54706352	3ss	224
54706457	5ss	253
54707180	3ss	15
54710010	3ss	253
54710066	5ss	153
54710144	3ss	3534
54710330	5ss	2991
54710421	3ss	73
54710592	5ss	96
54711266	3ss	3146
5471133	3ss	65
54711798	3ss	153
5471192	5ss	102
54711960	5ss	189
54718706	3ss	189
54718810	5ss	205
54718965	5ss	274
54720548	3ss	205
54734331	3ss	274
54734399	5ss	453
54735990	3ss	453
54736071	5ss	423
5473671	3ss	36
54737009	3ss	423
54737100	5ss	686
5473861	5ss	58
54739244	3ss	686
54739299	5ss	753
54741551	3ss	753
54741628	5ss	479
54741784	3ss	479
54741835	5ss	223
54743404	3ss	223
54743442	5ss	282
54744260	3ss	282
547501	3ss	112
54753509	3ss	54
54753703	5ss	109
5476086	3ss	58
5476192	5ss	28
5476969	3ss	15
5477100	5ss	21
547720	5ss	62
54786024	5ss	672
5480702	3ss	21
5480764	5ss	41
54817835	5ss	10
54825115	3ss	10
54826229	3ss	781
54826380	5ss	1148
54834866	5ss	53
54835656	5ss	32
54835736	3ss	85
54835809	5ss	156
54836155	3ss	156
54836646	5ss	132
54837254	3ss	132
54837562	5ss	171
54837683	3ss	171
54837746	5ss	188
54838007	3ss	188
54838086	5ss	177
54838590	3ss	177
54838684	5ss	103
54839043	5ss	10
54839298	3ss	1148
54839378	3ss	103
54839457	5ss	153
54839471	5ss	1056
54839551	3ss	153
54839593	5ss	194
54839921	3ss	194
54839983	5ss	224
54841094	3ss	224
54841208	5ss	169
54841681	3ss	169
54841833	3ss	10
54842123	5ss	133
54842314	3ss	133
54843344	3ss	1056
54843435	5ss	1750
54844745	3ss	1750
54844825	5ss	2060
54845215	3ss	2060
54845330	5ss	589
54848537	3ss	589
54848649	5ss	1411
54849437	3ss	1411
54849624	5ss	1853
54850616	3ss	1853
54850733	5ss	1860
54851941	3ss	1860
54852099	5ss	1549
54853069	3ss	1549
54853371	5ss	1114
54855234	3ss	1114
54855387	5ss	990
54856070	3ss	990
54856940	5ss	1646
54857029	3ss	1646
54857166	5ss	1026
54857992	3ss	1026
54858748	5ss	1387
54859703	3ss	1387
54859905	5ss	1434
54860145	5ss	10
54863795	5ss	53
54864850	3ss	1434
54864940	5ss	1125
54866612	3ss	53
54866694	5ss	91
54868242	3ss	91
54868297	5ss	147
5486834	3ss	28
5486932	5ss	51
5486943	3ss	41
54870120	3ss	1125
54870266	5ss	1333
54871460	3ss	1333
54871723	5ss	1430
54872366	3ss	1430
54872590	5ss	1926
54873065	3ss	1926
54873154	5ss	1625
54873331	3ss	1625
54873612	5ss	1187
54874268	3ss	1187
54874398	5ss	1498
54875463	3ss	147
54875507	5ss	186
54876123	3ss	1498
54876327	5ss	1587
54876752	3ss	1587
54877126	5ss	1340
54878202	3ss	186
54878424	5ss	268
54880746	3ss	1340
54880990	5ss	726
54882207	3ss	726
54882345	5ss	1404
54882617	3ss	268
54882648	5ss	318
54883051	3ss	1404
54883135	5ss	1600
54884566	3ss	303
54884569	3ss	15
54884669	5ss	251
54884987	3ss	1600
54885183	5ss	2121
54886291	3ss	2121
54886403	5ss	1555
54886710	3ss	251
54887073	3ss	1555
54887136	5ss	2334
5488821	5ss	148
54891590	3ss	2334
54891828	5ss	682
5489262	3ss	51
54893052	3ss	682
54893225	5ss	1283
54894741	3ss	1283
54894783	5ss	1656
54895488	3ss	1656
54914525	3ss	10
54914617	5ss	11
54915993	3ss	11
54934247	5ss	74
5493793	3ss	250
5493900	5ss	451
54940143	3ss	74
54940318	5ss	52
54941127	3ss	52
5494321	3ss	451
5494488	5ss	356
5494821	3ss	356
5494883	5ss	313
5495213	3ss	313
5495309	5ss	232
5495447	3ss	232
5495523	5ss	150
54960484	5ss	10
54960488	5ss	10
5496228	3ss	150
54962467	3ss	20
54962559	5ss	47
54963270	3ss	47
54963444	5ss	101
54963830	3ss	101
54963931	5ss	130
54964725	3ss	115
54964835	5ss	115
5496485	5ss	186
54965609	3ss	130
54965861	5ss	77
54966130	3ss	77
54966271	5ss	63
54966543	3ss	63
54966746	5ss	55
54967146	3ss	55
54967424	5ss	52
54967504	3ss	52
54967644	5ss	47
54967769	5ss	78
54967815	3ss	47
54967871	5ss	12
54968100	5ss	47
54968926	3ss	47
54969027	5ss	55
5496911	3ss	186
54969113	3ss	55
54969181	5ss	47
54969282	3ss	47
54969411	5ss	68
54969493	3ss	68
54969700	5ss	10
54970577	3ss	90
54970777	5ss	112
5497081	5ss	258
54971946	3ss	10
54972263	3ss	112
54972540	5ss	250
54972700	3ss	250
54972897	5ss	132
54974023	3ss	132
54974413	5ss	250
549783	3ss	62
54978524	3ss	250
5498050	3ss	258
5498236	5ss	322
5498551	3ss	322
54989311	5ss	13
549908	5ss	112
54996767	3ss	13
54996944	5ss	10
54997621	3ss	10
54997768	5ss	10
550010	3ss	112
55004440	3ss	10
55004547	5ss	24
55004781	3ss	24
55008110	5ss	11
550162	5ss	72
55027012	5ss	58
55027979	3ss	58
55028062	5ss	45
55028684	3ss	45
55028864	5ss	50
55029395	3ss	50
55029541	5ss	98
55030232	3ss	98
55030301	5ss	58
55032951	3ss	58
55043822	5ss	175
55047951	5ss	223
55048357	3ss	175
55048451	5ss	286
55049071	3ss	223
55049225	5ss	173
55049734	3ss	286
55049827	5ss	360
55049828	3ss	173
55049993	5ss	66
55050328	3ss	11
55052041	3ss	360
55052180	5ss	276
55055223	3ss	66
55055346	5ss	122
55055596	5ss	35
55058443	3ss	35
55058591	5ss	42
55059167	3ss	276
55059245	5ss	351
55059712	5ss	27
55059942	3ss	122
55060229	3ss	27
55060364	5ss	23
55062739	3ss	42
55062828	5ss	46
55062932	3ss	23
55065056	3ss	46
55065211	5ss	46
55065577	3ss	46
55065651	5ss	62
55068460	3ss	62
55068532	5ss	71
55072342	3ss	71
55072379	5ss	78
55072868	3ss	78
55072938	5ss	26
55072996	5ss	96
55073615	3ss	26
55073741	5ss	29
55074323	3ss	96
55074416	5ss	82
55074630	3ss	29
55075746	3ss	82
55075859	5ss	80
55078216	3ss	80
55078353	5ss	43
55079379	3ss	43
55079542	5ss	52
55083534	3ss	52
55087058	5ss	184
55088371	3ss	351
55088484	5ss	382
55091991	3ss	382
55092045	5ss	373
55092162	3ss	373
55092257	5ss	332
55093143	3ss	332
550940	3ss	72
55095582	5ss	47
55104176	5ss	58
55106777	5ss	10
55118191	3ss	10
55124924	3ss	47
55124984	5ss	48
55127262	3ss	48
55127579	5ss	82
55129834	3ss	82
55130094	5ss	41
55131086	3ss	41
55131216	5ss	65
55133456	3ss	65
55133627	5ss	41
55133719	3ss	41
55133908	5ss	74
55136800	3ss	74
55136915	5ss	58
55138561	3ss	58
55138687	5ss	53
55139704	3ss	53
55139897	5ss	67
55140698	3ss	67
55140792	5ss	72
55141008	3ss	72
55141140	5ss	56
55143555	3ss	56
55143659	5ss	82
55143669	3ss	58
55144063	3ss	82
55144173	5ss	38
55144529	3ss	38
55144682	5ss	61
55146483	3ss	61
55146514	5ss	10
55146649	5ss	73
55151538	3ss	73
55151653	5ss	58
55152008	3ss	58
55152130	5ss	32
55153597	3ss	32
55153708	5ss	49
55154966	3ss	49
55155065	5ss	63
55155176	3ss	63
55155281	5ss	39
55155706	3ss	10
55156480	3ss	39
55156721	5ss	67
55161292	3ss	67
55181692	5ss	158
55182273	3ss	158
55182390	5ss	188
55183165	3ss	188
55183326	5ss	89
55184539	5ss	203
55186836	3ss	89
55186913	5ss	170
55187386	3ss	203
55187519	5ss	266
55188348	3ss	170
55188472	5ss	161
55189159	3ss	266
55189285	5ss	344
55189852	3ss	344
55189979	5ss	387
55191820	3ss	387
55191997	5ss	265
55193472	3ss	265
55193622	5ss	419
55194019	3ss	161
55194105	5ss	61
55194221	3ss	419
55194288	5ss	476
55195742	3ss	476
55195815	5ss	189
55196343	3ss	189
55196405	5ss	278
55197159	3ss	61
55197373	5ss	60
55197611	3ss	278
55199302	3ss	60
55199383	5ss	57
55203255	3ss	57
55203337	5ss	97
55207084	3ss	97
55209979	3ss	184
55210130	5ss	273
55210998	3ss	273
55211181	5ss	195
55214299	3ss	195
55214433	5ss	325
55218987	3ss	325
55219055	5ss	407
55220239	3ss	407
55220357	5ss	556
55221704	3ss	556
55221845	5ss	251
55223523	3ss	251
55223639	5ss	246
55224226	3ss	246
55224352	5ss	262
55224452	3ss	262
55224525	5ss	318
55225356	3ss	318
55225446	5ss	203
55227832	3ss	203
55228031	5ss	218
55229192	3ss	218
55229324	5ss	306
55231426	3ss	306
55231516	5ss	408
55232973	3ss	408
55233130	5ss	190
55238868	3ss	190
55238906	5ss	183
55240676	3ss	183
55240817	5ss	202
55241614	3ss	202
55241736	5ss	232
55242415	3ss	232
55242513	5ss	269
55243258	5ss	11
55248986	3ss	269
55249171	5ss	289
55251255	3ss	11
55259412	3ss	289
55259567	5ss	196
55260459	3ss	196
55260534	5ss	243
55266410	3ss	243
55266556	5ss	451
55268009	3ss	451
55268106	5ss	288
55268881	3ss	288
55269048	5ss	397
55269428	3ss	397
55269475	5ss	395
55270210	3ss	395
55270318	5ss	512
55272949	3ss	512
55297750	5ss	12
553004	3ss	14
55308791	3ss	12
553097	5ss	41
55334165	5ss	104
55334459	3ss	104
55334499	5ss	181
55334827	3ss	181
55334908	5ss	265
55335631	3ss	265
55335715	5ss	195
55339512	3ss	195
55339553	5ss	183
55433922	5ss	52
5545413	3ss	31
5545573	5ss	48
55459486	3ss	52
55459603	5ss	76
55459844	5ss	1549
55459944	3ss	1549
55460008	5ss	4372
55460499	3ss	4372
55460553	5ss	3658
55461255	3ss	3658
55461340	5ss	5891
55461967	3ss	5891
55462098	5ss	7834
55462564	3ss	7834
55466116	3ss	76
55466323	5ss	57
55467650	3ss	57
55467797	5ss	59
55468867	3ss	59
55469013	5ss	72
55478740	3ss	183
55478832	5ss	120
55479600	3ss	72
55479782	5ss	49
55492947	3ss	49
55493123	5ss	66
55494189	5ss	34
55496068	3ss	66
55496140	5ss	57
55498581	3ss	21
55498709	5ss	14
55498919	3ss	57
55505717	5ss	398
55509516	3ss	398
55509670	3ss	27
55509707	5ss	571
55512196	3ss	571
55512319	5ss	559
55517951	3ss	559
55518084	5ss	425
55518323	3ss	425
55518464	5ss	190
55518521	5ss	25
55521666	3ss	190
55521862	5ss	482
55523004	3ss	482
55523187	5ss	431
55523709	3ss	431
55523882	5ss	271
55524172	3ss	271
55524320	5ss	366
55525159	3ss	366
55525336	5ss	337
55527048	3ss	337
55527229	5ss	475
55528419	5ss	248
55529042	3ss	475
55529336	3ss	273
55530043	5ss	184
55531334	3ss	184
555524	3ss	41
555627	5ss	58
55604109	5ss	38
55604763	3ss	38
55605086	5ss	372
55606993	3ss	372
55607037	3ss	120
55607081	5ss	373
55607085	5ss	101
55609302	3ss	373
55609467	5ss	473
55611834	3ss	473
55619833	5ss	10
55621922	3ss	10
55622052	5ss	12
55626065	3ss	12
55626205	5ss	10
55628593	5ss	14
55631465	3ss	10
55633021	5ss	10
55633936	3ss	10
55634000	5ss	20
55637007	3ss	14
55642897	3ss	20
55643110	5ss	42
55646996	3ss	42
55674229	3ss	101
55674311	5ss	145
55693331	3ss	145
55693445	5ss	189
55704590	3ss	189
55704664	5ss	193
55709152	3ss	10
55711940	5ss	39
55729460	3ss	183
55729522	5ss	107
55738255	5ss	26
55747052	5ss	13
55749238	3ss	13
55749302	5ss	31
55750857	3ss	31
55750958	5ss	14
55752279	3ss	40
55752333	3ss	67
55752487	5ss	191
55754348	3ss	159
55754420	5ss	193
55756014	3ss	14
55756128	5ss	26
55756910	3ss	225
55761009	3ss	26
55761096	5ss	65
55762848	3ss	65
55762899	5ss	52
55764619	3ss	52
55764721	5ss	45
55771074	3ss	45
55771210	5ss	66
55771356	3ss	66
55771505	5ss	42
55772043	3ss	42
55817099	3ss	26
55832637	5ss	10
55833020	3ss	39
55833093	5ss	46
55840874	3ss	10
55840935	5ss	15
55846506	3ss	15
55851325	5ss	17
55853162	3ss	17
55853414	5ss	13
55853583	3ss	13
55853748	5ss	12
55854110	3ss	12
55854219	5ss	18
55855048	3ss	18
55855211	5ss	16
55855346	3ss	16
55857717	5ss	24
55857868	3ss	24
55858055	5ss	42
55858324	3ss	42
55888989	5ss	104
55897333	5ss	1464
55897718	3ss	1464
55897806	5ss	2621
55897938	3ss	2621
55898061	5ss	3428
55899298	3ss	3428
55899416	5ss	3700
55899611	3ss	3606
55899615	3ss	26
55902922	3ss	68
55912659	3ss	150
55912740	5ss	219
55916131	3ss	219
55916169	5ss	248
55919233	3ss	248
55919286	5ss	263
55926478	5ss	91
55929088	3ss	91
55929184	5ss	105
55929768	3ss	105
55929872	5ss	165
55931502	3ss	165
55931594	5ss	246
55940412	3ss	246
55940498	5ss	88
55941863	3ss	88
55941949	5ss	117
55942064	3ss	117
