D3_pos	ss	D3_reads
52899360	5ss	282
52900554	3ss	10
52901872	5ss	15
52904938	3ss	15
52905006	5ss	16
52905200	3ss	16
52905281	5ss	32
52909160	3ss	32
52909286	5ss	30
52909768	3ss	30
52930590	5ss	123
52935855	3ss	123
52935941	5ss	134
52938279	3ss	134
52941341	5ss	185
52942063	3ss	272
52942235	5ss	387
52943597	3ss	185
52943696	5ss	160
52945766	3ss	160
52945896	5ss	144
52947302	3ss	144
52947416	5ss	120
52954381	3ss	371
52954454	5ss	422
52957227	3ss	120
52957345	5ss	115
52957532	3ss	115
52957622	5ss	124
52958264	3ss	124
52958359	5ss	146
52958683	3ss	146
52958776	5ss	129
52960311	3ss	129
52960462	5ss	104
52962520	3ss	104
52978284	5ss	23
52978948	3ss	438
52981069	3ss	23
52981153	5ss	29
52982850	3ss	29
52982928	5ss	21
52990027	3ss	21
52990176	5ss	61
52991109	3ss	61
52991234	5ss	69
52992000	3ss	69
52992104	5ss	45
52993107	3ss	45
52993223	5ss	65
53007434	3ss	65
53007567	5ss	63
53014010	3ss	63
53014070	5ss	66
53014470	3ss	66
53014587	5ss	53
53016285	3ss	53
53016381	5ss	43
53024622	3ss	43
53024673	5ss	34
53026879	3ss	34
53026984	5ss	36
53027406	3ss	36
53027487	5ss	31
53029761	5ss	178
53030658	3ss	178
53030742	5ss	165
53035031	3ss	41
53035034	3ss	124
53035109	5ss	167
53035193	3ss	167
53036061	5ss	216
53036262	5ss	10
53036498	3ss	216
53036702	5ss	127
53037927	3ss	31
53037988	5ss	29
53038596	3ss	29
53039430	3ss	127
53039600	5ss	203
53042413	3ss	203
53042482	5ss	164
53046176	5ss	12
53046519	3ss	10
53046600	5ss	18
53047964	3ss	164
53048219	5ss	158
53049030	3ss	158
53050765	3ss	18
53062975	3ss	12
53063052	5ss	57
53063503	3ss	57
53063627	5ss	72
53068186	3ss	72
53068219	5ss	17
53068318	5ss	73
53072356	3ss	17
53072617	5ss	46
53073934	3ss	46
53076706	3ss	73
53076812	5ss	78
53076993	3ss	78
53077203	5ss	67
53078169	3ss	67
53078244	5ss	74
53084867	3ss	74
53084958	5ss	76
53108529	3ss	76
53108625	5ss	91
53111529	3ss	91
53111620	5ss	60
53112487	5ss	26
53113727	3ss	26
53113804	5ss	23
53113937	3ss	23
53114048	5ss	22
53114136	3ss	22
53114281	5ss	17
53114409	3ss	17
53114503	5ss	41
53114813	3ss	41
53115492	5ss	34
53116958	3ss	34
53120597	3ss	60
53120686	5ss	61
53124450	3ss	61
53124515	5ss	73
53150261	3ss	73
53150437	5ss	27
53155439	3ss	27
53155555	5ss	51
53156047	3ss	51
53156096	5ss	50
53158411	3ss	50
53158544	5ss	72
53174022	5ss	322
53175027	3ss	322
53175106	5ss	506
53175201	3ss	506
53175240	5ss	486
53175482	3ss	486
53175534	5ss	524
53177819	3ss	524
53177886	5ss	599
53178128	3ss	599
53178242	5ss	409
53180599	3ss	409
53180686	5ss	385
53184799	3ss	385
53184860	5ss	316
53184947	3ss	316
53185070	5ss	480
53185695	3ss	480
53185756	5ss	430
53187579	3ss	430
53187699	5ss	445
53187828	3ss	445
53187908	5ss	392
53190683	3ss	392
53190754	5ss	284
53191453	5ss	22
53191817	5ss	21
53192355	5ss	47
53194217	3ss	284
53196124	3ss	21
53196399	5ss	22
53197249	5ss	50
53201573	3ss	22
53206629	5ss	23
532108	5ss	400
53211440	3ss	23
53211570	3ss	50
53211581	5ss	11
53211602	5ss	38
53213144	3ss	38
53213197	5ss	52
53215622	5ss	14
53215717	3ss	14
53215748	5ss	15
53216541	3ss	11
53217137	3ss	15
53217222	5ss	11
53217401	3ss	52
53217468	3ss	11
53217498	5ss	28
53218671	3ss	72
53218728	5ss	81
53219716	5ss	12
53219943	3ss	12
53222130	3ss	47
53222295	5ss	75
53223262	5ss	12
53223269	3ss	28
53223329	5ss	39
53223889	3ss	12
53224037	3ss	39
53224073	5ss	26
53224461	3ss	26
53224500	5ss	34
53224592	3ss	34
53224642	5ss	42
53226400	3ss	42
53226472	5ss	54
53227093	5ss	238
5322713	5ss	181
53227181	3ss	238
53227238	5ss	248
53231667	3ss	248
53231757	5ss	253
53232361	5ss	10
53232534	3ss	263
53232603	5ss	268
53233314	3ss	268
53233384	5ss	217
53235558	3ss	54
53235610	3ss	51
53235651	5ss	59
53235705	5ss	58
5323611	5ss	155
53236692	3ss	75
53236784	3ss	224
53236837	5ss	228
53237158	3ss	81
53237231	3ss	228
53237446	5ss	85
53237751	3ss	59
53239868	5ss	260
53240947	3ss	260
53241054	5ss	283
53243394	3ss	22
53243725	5ss	38
53245525	3ss	85
53245665	5ss	67
5324616	3ss	155
5324786	5ss	131
53250365	3ss	283
53250455	5ss	275
53250549	3ss	67
53250725	5ss	95
532525	3ss	27
53254109	3ss	275
53254290	5ss	253
53255675	3ss	95
53255739	5ss	60
53256556	3ss	38
53256667	5ss	36
53260278	3ss	36
53260424	5ss	28
5326089	3ss	131
53261308	3ss	28
53261376	5ss	30
53261460	3ss	30
5326149	5ss	149
53261515	5ss	35
53261869	3ss	253
53261964	3ss	60
53262063	5ss	73
53262406	3ss	73
53262456	5ss	68
53262895	3ss	35
53263012	5ss	36
53265331	3ss	36
53265417	5ss	25
53265559	3ss	25
53265696	5ss	29
53267491	3ss	68
53267652	5ss	56
53267764	3ss	56
53267811	5ss	60
53269097	3ss	29
53269218	5ss	33
53272255	3ss	33
53272498	5ss	20
532736	5ss	14
5327437	3ss	49
5327440	3ss	110
5327616	5ss	238
53276752	3ss	20
53276928	5ss	10
53279208	3ss	60
53279248	3ss	10
53279391	5ss	13
53279405	5ss	99
53279507	3ss	13
53279532	3ss	99
53279584	5ss	85
53279762	5ss	28
53281205	3ss	28
53281415	5ss	16
53282204	3ss	85
53282301	5ss	76
53283783	3ss	16
53283978	5ss	14
53287111	3ss	76
53288350	3ss	14
53288517	5ss	33
53289512	3ss	33
53289691	5ss	18
5329291	3ss	103
5329402	5ss	102
532942	3ss	93
5329556	3ss	127
5329619	5ss	138
53296899	3ss	18
53297009	5ss	27
53301206	3ss	27
53301402	5ss	37
53301839	3ss	37
53302038	5ss	17
5330363	3ss	260
5330494	5ss	457
53307538	3ss	17
5330755	3ss	457
53307697	5ss	20
53308125	3ss	20
53308214	5ss	19
53308645	5ss	37
5330868	5ss	505
5331324	3ss	398
5331361	3ss	107
5331391	3ss	125
5331452	5ss	352
5331531	5ss	130
53319508	3ss	19
53319611	5ss	25
53320137	3ss	37
53320138	3ss	25
53320255	5ss	17
53320302	5ss	38
53321869	3ss	17
53321926	5ss	15
53322670	3ss	38
53323421	5ss	31
53325637	3ss	15
53325679	5ss	16
53326403	3ss	31
53326543	5ss	12
53326745	3ss	16
53326964	5ss	39
53329653	3ss	12
53329829	5ss	27
53330868	3ss	39
53331070	5ss	13
53332175	3ss	27
53332239	5ss	44
53333211	3ss	44
53333310	5ss	34
53333399	3ss	34
53333449	5ss	25
53337632	3ss	13
53338537	5ss	25
53340146	3ss	25
53340309	5ss	17
53341593	3ss	17
53341865	5ss	12
53342598	3ss	12
53342722	5ss	14
53342766	5ss	25
53342957	3ss	14
53342960	5ss	60
53343354	3ss	25
53343374	5ss	5426
53343515	5ss	23
53343597	3ss	23
53343641	5ss	22
53344112	3ss	5426
53344194	5ss	4722
53344534	3ss	4722
53344690	5ss	4824
5334491	3ss	292
5334496	3ss	46
53345112	3ss	60
53345265	3ss	4824
53345429	5ss	4566
53345447	5ss	81
53345515	3ss	4566
53345640	5ss	5888
5334565	5ss	238
53345903	3ss	5888
53346126	5ss	4883
53346506	3ss	4883
53347143	3ss	22
53347337	5ss	39
53348289	3ss	25
53348428	5ss	16
53348735	3ss	16
53348956	5ss	37
53351505	3ss	39
53351566	5ss	35
53352124	3ss	37
53352252	5ss	13
53352628	3ss	35
53352725	5ss	45
53355438	3ss	13
53355542	5ss	27
53357932	3ss	27
53358454	3ss	45
5335862	3ss	164
5336567	3ss	238
5336829	5ss	270
53385	5ss	46
5338619	3ss	284
5338757	5ss	306
5338871	3ss	306
5339058	5ss	442
53392588	3ss	81
53392808	5ss	91
53393137	5ss	63
53398022	3ss	12
53398025	3ss	79
53400280	5ss	494
5340053	3ss	442
5340293	5ss	292
53407468	3ss	63
53407525	5ss	65
53410257	3ss	494
53410394	5ss	2599
53412582	3ss	2599
53412790	5ss	1152
53413681	3ss	65
53413694	3ss	1152
53413752	5ss	49
53413810	5ss	2752
53415500	3ss	13
53415590	3ss	2739
53415644	5ss	2872
53416277	3ss	2872
53416390	5ss	14
53416411	5ss	1931
53416427	3ss	49
53416558	5ss	61
53420412	3ss	61
53420476	5ss	66
53421566	3ss	1823
53421703	5ss	2311
53421799	3ss	2433
53421972	5ss	2566
5342428	3ss	238
53427175	3ss	66
53427301	5ss	74
53427590	3ss	2566
53427818	5ss	2888
53428396	3ss	2888
5342847	3ss	54
53428493	5ss	2851
53428508	5ss	313
53431193	3ss	3164
53431406	5ss	2181
53432140	3ss	2181
53432195	5ss	2637
53433019	3ss	63
53433022	3ss	2574
53433127	5ss	2221
53433414	3ss	2221
53433486	5ss	1747
53433927	3ss	1747
53440441	3ss	74
53440504	5ss	58
53442355	3ss	58
53442441	5ss	73
53443889	3ss	73
53444039	5ss	75
53446068	3ss	75
53446215	5ss	74
53453701	3ss	74
53453808	5ss	84
53454339	5ss	10
53454459	3ss	10
53455048	5ss	14
53455164	3ss	14
53455253	5ss	14
53455599	3ss	14
53455724	5ss	18
53455937	3ss	18
53456029	5ss	13
53456160	3ss	13
53457201	5ss	18
53457347	3ss	18
53457376	5ss	20
53457528	3ss	20
53468708	5ss	16
53472928	3ss	16
53473058	5ss	41
53476570	3ss	41
53476770	5ss	43
53480562	3ss	84
53480715	5ss	542
53480954	3ss	43
53481018	5ss	41
53485615	3ss	41
53485743	5ss	54
53487364	3ss	54
53487524	5ss	69
53487617	3ss	69
53487681	5ss	79
53488568	3ss	79
53488754	5ss	69
53493363	3ss	69
53493529	5ss	54
53493641	3ss	542
53493743	5ss	788
53494641	5ss	14
53494825	3ss	14
53495653	3ss	54
53495762	5ss	64
53496464	3ss	64
53496567	5ss	51
53497443	5ss	85
53497935	3ss	85
53497990	5ss	106
53498138	3ss	51
53498275	5ss	64
53498891	3ss	106
53499027	5ss	120
53499345	3ss	63
53499350	3ss	64
53499404	5ss	47
53499514	5ss	69
53499691	3ss	67
53499798	5ss	38
53500970	3ss	69
53501081	5ss	60
53503828	3ss	60
53504097	5ss	54
53504295	3ss	54
53504575	5ss	56
53504589	3ss	763
53504658	3ss	56
53504718	5ss	797
53504834	5ss	53
53509174	3ss	75
53509438	5ss	91
53509881	3ss	91
53509950	5ss	109
53512134	3ss	73
53512218	5ss	90
53512674	3ss	90
53512719	5ss	68
53512908	3ss	68
53513037	5ss	80
53513066	3ss	53
53513137	5ss	70
53513530	3ss	822
53513609	5ss	920
53513798	3ss	70
53513903	5ss	54
53514479	3ss	54
53514570	3ss	116
53514667	5ss	76
53514681	5ss	77
53515087	3ss	76
53515185	5ss	91
53515583	3ss	77
53515747	5ss	47
53516281	3ss	920
53516865	3ss	91
53517000	5ss	67
53517512	3ss	67
53517657	5ss	131
53517857	3ss	131
53524042	3ss	47
53525843	5ss	10
53527059	3ss	10
53574621	5ss	36
53575461	3ss	36
53575776	5ss	65
53575974	5ss	10
53578675	3ss	75
53578694	5ss	483
53578824	5ss	81
53578991	3ss	483
53579126	5ss	1437
53579171	3ss	81
53579260	5ss	56
53579661	3ss	1437
53579709	5ss	36
53579738	3ss	56
53579861	5ss	54
53580175	3ss	54
53580293	5ss	74
53580366	3ss	36
53580405	5ss	33
53581285	3ss	74
535837	3ss	400
53586035	3ss	33
535923	5ss	361
536243	3ss	361
536340	5ss	475
53646052	5ss	62
53646602	3ss	62
53660213	5ss	42
53662161	5ss	47
53662190	5ss	11
53662539	3ss	58
53662631	5ss	95
53662767	5ss	98
53662808	3ss	95
53663869	5ss	98
53664162	3ss	98
53664266	5ss	96
53664462	3ss	96
53664582	5ss	108
53666391	3ss	98
53666471	5ss	116
53666505	3ss	108
53666641	5ss	96
53667995	3ss	116
53668101	5ss	130
53668601	3ss	96
53668794	5ss	102
53670404	3ss	102
53670643	5ss	80
53670867	3ss	80
53671011	5ss	93
53671254	3ss	93
53671392	5ss	83
53671605	3ss	83
53671744	5ss	86
53673516	3ss	86
53673650	5ss	128
53675291	3ss	128
53675410	5ss	115
53675687	3ss	130
53676048	3ss	115
53676219	5ss	106
53676913	3ss	106
53676991	5ss	118
53677041	5ss	74
53677166	3ss	74
53677322	5ss	59
53677842	3ss	59
53677951	5ss	58
53678936	3ss	118
53679708	3ss	58
53680696	5ss	102
53681756	3ss	102
53682125	5ss	71
53682322	3ss	71
53682483	5ss	100
53682874	3ss	100
53683087	5ss	134
53683188	3ss	134
53683378	5ss	79
53683869	3ss	79
53683996	5ss	104
53684131	3ss	104
53684253	5ss	74
53684625	3ss	74
53684780	5ss	102
53685474	3ss	102
53685644	5ss	111
53685768	3ss	111
53685872	5ss	122
53686062	3ss	122
53686177	5ss	63
53686358	3ss	63
53686441	5ss	42
53686590	3ss	42
53686754	5ss	97
53687057	3ss	97
5368783	3ss	15
53689423	5ss	1517
53689623	3ss	1366
53689725	5ss	1226
53690028	3ss	1226
53690059	5ss	1543
53691634	3ss	1670
53691708	5ss	1826
53691829	3ss	1850
53691934	5ss	1778
53693053	3ss	1778
53693737	5ss	267
53693934	3ss	267
53694046	5ss	180
5369415	5ss	39
53696818	3ss	180
53696977	5ss	197
53699692	3ss	197
53699844	5ss	220
53699982	3ss	220
53700104	5ss	286
53700464	3ss	286
53700645	5ss	221
53700750	3ss	221
537013	3ss	475
53706908	3ss	42
53707025	5ss	35
537147	5ss	449
53738141	5ss	40
53743791	3ss	35
53743869	5ss	59
53747685	3ss	59
53747774	5ss	76
53761296	3ss	76
53761352	5ss	80
53761627	3ss	80
53761690	5ss	83
53762083	3ss	83
53762157	5ss	89
53764545	3ss	89
53764689	5ss	79
53767427	3ss	79
53767545	5ss	98
53769177	3ss	98
53769260	5ss	79
53774082	5ss	67
53775443	3ss	67
53775597	5ss	139
53775894	3ss	123
53776038	3ss	16
53777406	5ss	149
53778652	3ss	79
53778767	5ss	95
53784296	3ss	95
53784468	5ss	88
53785423	3ss	88
53785559	5ss	90
53787433	3ss	90
537935	3ss	94
53800369	3ss	149
53800537	5ss	158
538031	5ss	124
53803146	3ss	158
53803345	5ss	160
53804711	3ss	160
53815403	5ss	46
53828605	5ss	97
53835576	5ss	143
53835584	5ss	52
53836479	3ss	195
53836517	5ss	259
53837045	5ss	32
53837175	3ss	246
53837325	3ss	13
53837557	5ss	1129
53839009	3ss	46
53839799	3ss	1129
53844052	3ss	40
53844129	5ss	63
53844488	3ss	32
53844575	5ss	47
53844696	3ss	97
53844813	5ss	104
53846160	5ss	244
53848467	3ss	104
53848510	3ss	244
53848546	5ss	144
53848653	5ss	567
53848759	3ss	47
53848885	5ss	29
53849131	3ss	567
53849154	5ss	460
53849245	3ss	460
53849277	5ss	577
53849669	3ss	577
53849785	5ss	607
53851085	3ss	144
53851256	5ss	108
53852153	3ss	108
53852220	5ss	105
53853056	3ss	607
53853187	5ss	576
53853396	3ss	105
53854071	3ss	29
53854799	3ss	576
53854927	5ss	464
53856277	3ss	464
53856351	5ss	848
53858544	3ss	588
53858636	5ss	544
53859716	3ss	739
53859757	5ss	852
53859776	3ss	63
53860403	5ss	40
53861005	3ss	917
53861077	5ss	876
53861589	3ss	680
53861627	5ss	617
53862561	3ss	680
53862564	3ss	133
53862616	5ss	671
53865422	3ss	671
53865591	5ss	621
53873190	3ss	621
53878067	3ss	40
53878210	5ss	52
53879149	5ss	14
53880675	5ss	67
53882691	3ss	67
53882715	5ss	93
53883682	3ss	93
53883822	5ss	149
53883975	3ss	14
538851	3ss	14
53886026	3ss	149
53886153	5ss	87
53886898	3ss	87
53887024	5ss	94
53889321	3ss	58
53889368	5ss	81
53890871	3ss	117
53891013	5ss	177
53891643	3ss	177
53891717	5ss	128
53892746	3ss	128
53892845	5ss	106
53894157	3ss	106
53894255	5ss	88
53895245	5ss	169
53895492	5ss	12
53895799	3ss	171
53895968	5ss	203
53896811	3ss	213
53896913	5ss	177
53897497	3ss	177
53897592	5ss	189
53898181	3ss	189
53898253	5ss	211
53898482	3ss	211
53898599	5ss	174
53898773	3ss	88
53898919	3ss	148
53899046	5ss	119
53899433	3ss	145
53899634	5ss	164
53899775	3ss	164
539000	5ss	12
5390004	5ss	58
53907698	3ss	52
53907777	5ss	54
53913756	3ss	54
53913899	5ss	50
5391516	3ss	23
5391909	5ss	40
5392143	3ss	75
53922744	3ss	50
53922863	5ss	58
53943186	5ss	23
53945049	3ss	23
53949590	5ss	33
53950449	3ss	33
53967897	3ss	58
53968021	5ss	48
539830	3ss	124
539902	5ss	138
53995158	5ss	41
53999044	3ss	41
53999079	5ss	35
53999084	5ss	16
54001279	3ss	51
5401344	5ss	17
54014509	5ss	239
54021482	3ss	239
54021586	5ss	229
54023070	3ss	229
54023150	5ss	241
54024652	3ss	241
54024729	5ss	284
54024869	3ss	284
54024932	5ss	358
54026184	3ss	358
54026218	5ss	341
54028534	3ss	341
54028757	5ss	343
54028850	3ss	343
54028979	5ss	324
54035436	3ss	242
54035597	5ss	206
54036351	3ss	288
54036410	5ss	351
54040086	3ss	351
54040210	5ss	318
54041680	3ss	318
54041757	5ss	250
54041997	3ss	250
54042072	5ss	228
54042536	5ss	10
54045035	3ss	228
5404775	3ss	39
5404934	5ss	35
54059099	3ss	10
540667	5ss	11
54074437	5ss	176
54074683	3ss	176
54074845	5ss	151
54074984	5ss	13
54076055	3ss	151
54076195	5ss	258
54076314	3ss	258
54079951	3ss	13
541032	3ss	138
541120	5ss	112
541134	3ss	12
541339	3ss	449
54145674	3ss	48
54198458	5ss	12
54200850	3ss	12
5423112	5ss	28
542340	3ss	112
54244090	5ss	233
54245240	3ss	61
54245284	5ss	74
54245392	3ss	246
54245431	5ss	354
54248445	3ss	354
54248502	5ss	409
542488	5ss	98
54249940	3ss	409
54250043	5ss	332
54255976	3ss	332
54256040	5ss	193
54256688	3ss	193
54256795	5ss	223
54257176	3ss	223
54257306	5ss	311
54257597	3ss	86
54257665	5ss	88
54265897	3ss	313
54266006	5ss	288
54280782	3ss	134
54280889	5ss	105
54292039	3ss	259
54292132	5ss	163
54294194	3ss	163
54294350	5ss	244
54306749	3ss	66
54306775	5ss	66
54308820	3ss	244
54308874	5ss	194
54310215	3ss	194
54310270	5ss	242
5431274	3ss	35
5431405	5ss	27
54319087	3ss	242
54319300	5ss	206
54324820	3ss	206
54324957	5ss	176
54325469	3ss	176
54333426	5ss	21
54338784	3ss	21
54350084	5ss	14
54353187	3ss	14
54353263	5ss	11
54354086	3ss	11
5436531	3ss	28
54365885	5ss	37
5436589	5ss	34
54371197	5ss	34
5437193	3ss	34
54373008	3ss	34
54373092	5ss	139
54376782	3ss	139
54379794	5ss	99
54380470	5ss	65
54382953	3ss	164
54394510	5ss	12
54396214	3ss	12
54412222	5ss	140
5441336	5ss	55
54413461	3ss	59
54413494	5ss	52
54413535	3ss	14
54413654	5ss	16
54417659	3ss	135
54418145	5ss	136
54423822	3ss	136
54423953	5ss	157
54424583	5ss	10
54426029	3ss	157
54426096	3ss	10
54426147	5ss	100
54427707	3ss	100
54427795	5ss	161
54427969	3ss	161
54428082	5ss	150
54431969	3ss	150
54432053	5ss	137
5443281	3ss	55
54433338	3ss	137
5443357	5ss	56
5444402	3ss	56
5444439	5ss	52
54456224	5ss	36
54456822	3ss	36
54457083	5ss	17
54459883	3ss	17
54466935	5ss	132
54467123	3ss	132
54467213	5ss	157
54469833	3ss	157
54469924	5ss	234
54470441	3ss	234
54470617	5ss	239
54470849	3ss	239
5447540	3ss	52
5447622	5ss	47
5447834	3ss	47
5447873	5ss	49
5447954	3ss	49
5448010	5ss	19
54519431	5ss	11
54520054	3ss	11
54520197	5ss	29
54520396	5ss	79
54525774	3ss	79
54527306	5ss	12
54529817	3ss	12
54529888	5ss	36
54531825	3ss	37
54534429	3ss	29
54534570	5ss	11
54542423	3ss	36
54542642	5ss	21
5454665	3ss	19
5454751	5ss	49
5454783	5ss	92
54554270	3ss	11
54554463	5ss	10
54556366	3ss	21
54556593	5ss	30
54556735	5ss	80
54556852	5ss	70
54557553	3ss	30
54557694	5ss	10
54558953	3ss	150
54559018	5ss	170
54561958	3ss	10
54565473	3ss	170
54565534	5ss	194
54566568	3ss	194
54566675	5ss	187
54567706	3ss	187
54567822	5ss	181
54569388	3ss	181
54569471	5ss	208
54569640	3ss	208
54569775	5ss	263
54570656	3ss	263
54570759	5ss	225
5457445	3ss	49
54574662	3ss	225
54574806	5ss	148
54577396	3ss	148
54577483	5ss	140
54578001	3ss	140
54578175	5ss	164
54578265	3ss	164
54578407	5ss	191
5457854	5ss	90
54578725	3ss	191
54578861	5ss	262
54580998	3ss	262
54581125	5ss	212
54584869	3ss	212
54585088	5ss	139
54586093	3ss	10
54586262	5ss	35
54586953	3ss	139
54590009	3ss	35
54590124	5ss	11
54592408	3ss	11
54592571	5ss	15
54603975	5ss	146
5460549	3ss	90
54606196	5ss	233
54606422	3ss	233
54606496	5ss	501
54609241	3ss	501
54609318	5ss	546
54609660	3ss	12
54609753	5ss	16
54610118	3ss	550
54614137	3ss	15
54614293	5ss	10
54618155	3ss	146
54618292	5ss	220
54619177	5ss	76
54619960	3ss	220
54620026	5ss	254
54621651	3ss	76
54621835	5ss	272
54621953	3ss	272
54622013	5ss	272
54623544	3ss	254
54623606	5ss	245
54624241	3ss	10
54624309	5ss	31
54624527	3ss	245
54624639	5ss	218
54625239	3ss	272
54625322	5ss	258
54625876	3ss	258
54625965	3ss	31
54625973	5ss	266
54626054	5ss	34
54626833	3ss	266
54626939	5ss	278
54627128	3ss	278
54627297	5ss	258
54627878	3ss	258
54628035	5ss	244
54629903	3ss	244
54629992	5ss	248
54630559	3ss	34
54630687	5ss	10
54631448	3ss	248
54631575	5ss	190
54631680	3ss	190
54631752	5ss	209
54632432	3ss	209
54632560	5ss	214
54632647	3ss	214
54632745	5ss	170
54634738	3ss	170
54635838	3ss	218
54636012	5ss	206
54637509	3ss	206
54637599	5ss	178
54639159	3ss	178
54639283	5ss	188
54640350	3ss	188
54640448	5ss	205
54640922	3ss	205
54641024	5ss	118
54641709	5ss	51
54642841	3ss	118
54642972	5ss	103
54645401	3ss	103
54645480	5ss	105
54646665	3ss	51
54646739	5ss	78
54646747	3ss	105
54646855	3ss	78
54646857	5ss	212
54646922	5ss	111
54647178	3ss	111
54647252	5ss	138
54647396	3ss	138
54647485	5ss	154
54647742	3ss	154
54647870	5ss	189
54647973	3ss	189
54648068	5ss	183
54648996	3ss	212
54649097	5ss	229
54649331	3ss	34
54649334	3ss	149
54649553	5ss	124
54649646	3ss	124
54649779	5ss	66
54650337	3ss	66
54650393	5ss	70
54651883	3ss	70
54652270	5ss	58
54652355	3ss	58
54652478	5ss	110
54653295	3ss	110
5465339	5ss	50
54653493	5ss	133
54654401	3ss	229
54654526	5ss	148
54655963	3ss	133
54656062	5ss	123
54656165	3ss	123
54656363	5ss	124
54656604	3ss	124
54656736	5ss	99
54657452	3ss	99
54657577	5ss	79
54659047	3ss	79
54662553	3ss	148
54662703	5ss	167
54662738	5ss	10
54662827	3ss	10
5466447	3ss	50
5466615	5ss	70
54666262	5ss	529
54670691	3ss	529
54670874	5ss	704
54670968	3ss	704
54671083	5ss	617
54674142	3ss	167
54674314	5ss	220
54674606	5ss	2727
54674955	3ss	220
54675023	5ss	201
54675170	3ss	2727
54675286	5ss	3830
54675579	3ss	3830
54675619	3ss	617
54675725	5ss	3604
54675804	5ss	559
54675874	3ss	3604
54676084	5ss	4181
54676178	3ss	4181
54676270	5ss	4255
54676357	3ss	4255
54676449	5ss	4725
54676584	3ss	4725
54676658	5ss	3806
54676863	3ss	406
54677018	5ss	212
54677596	3ss	3612
54677751	5ss	5088
54678042	3ss	5088
54678101	5ss	3865
54678174	3ss	559
54678331	5ss	444
54678333	3ss	3791
54680446	3ss	74
54680516	5ss	72
54680737	3ss	72
54681814	3ss	444
54682017	5ss	511
54683655	5ss	31
54683802	3ss	201
54683845	3ss	511
54683930	5ss	214
54685246	3ss	10
546859	5ss	17
5468618	3ss	92
5468684	5ss	106
5468941	3ss	70
5469101	5ss	62
54693244	3ss	214
54693354	5ss	211
54694301	5ss	57
54695212	3ss	57
54695458	5ss	321
54695572	3ss	321
54695815	5ss	391
54695967	3ss	391
54696061	3ss	211
54696224	5ss	315
54696249	5ss	188
54697030	3ss	315
54701253	3ss	188
54701416	5ss	262
54704756	5ss	2021
54704761	5ss	72
54705028	3ss	2093
54705149	5ss	5689
54705355	3ss	5689
54705477	5ss	4800
54706352	3ss	262
54706457	5ss	245
54710010	3ss	245
54710066	5ss	245
54710144	3ss	4620
54710330	5ss	4820
54710421	3ss	79
54710592	5ss	116
54711266	3ss	5037
5471133	3ss	106
54711798	3ss	245
5471192	5ss	122
54711960	5ss	217
54718706	3ss	217
54718810	5ss	234
54718965	5ss	418
54720548	3ss	234
54734331	3ss	418
54734399	5ss	776
54735990	3ss	776
54736071	5ss	744
5473671	3ss	62
54737009	3ss	744
54737100	5ss	760
5473861	5ss	80
54739244	3ss	760
54739299	5ss	770
54741551	3ss	770
54741628	5ss	628
54741784	3ss	628
54741835	5ss	408
54743404	3ss	408
54743442	5ss	535
54744260	3ss	535
547501	3ss	98
54753509	3ss	31
54753703	5ss	146
5476086	3ss	80
5476192	5ss	46
5476969	3ss	17
5477100	5ss	41
547720	5ss	62
54786024	5ss	816
54786932	5ss	12
54792277	3ss	12
54792373	5ss	10
54793033	3ss	10
5480702	3ss	41
5480764	5ss	34
54826229	3ss	962
54826380	5ss	1292
54834866	5ss	63
54835656	5ss	54
54835736	3ss	117
54835809	5ss	192
54836155	3ss	192
54836646	5ss	203
54837254	3ss	203
54837562	5ss	146
54837683	3ss	146
54837746	5ss	156
54838007	3ss	156
54838086	5ss	197
54838590	3ss	197
54838684	5ss	137
54839043	5ss	23
54839298	3ss	1292
54839378	3ss	137
54839457	5ss	189
54839471	5ss	1208
54839551	3ss	189
54839593	5ss	232
54839921	3ss	232
54839983	5ss	261
54841094	3ss	261
54841208	5ss	197
54841681	3ss	197
54841833	3ss	23
54841889	5ss	21
54842123	5ss	140
54842314	3ss	140
54843344	3ss	1208
54843435	5ss	1177
54844745	3ss	1177
54844825	5ss	1131
54845215	3ss	1131
54845330	5ss	999
54847630	3ss	21
54848537	3ss	999
54848649	5ss	1300
54849437	3ss	1300
54849624	5ss	1615
54850616	3ss	1615
54850733	5ss	1630
54851941	3ss	1630
54852099	5ss	1332
54853069	3ss	1332
54853371	5ss	1055
54855234	3ss	1055
54855387	5ss	1014
