pUC57_pos	ss	pUC57_reads
7044710	3ss	21
7044713	3ss	11
70450565	3ss	28
7045576	5ss	59
70459134	3ss	32
70459190	5ss	40
70461117	3ss	40
70461197	5ss	26
7046862	3ss	17
7046917	5ss	30
70477471	3ss	26
70477663	5ss	37
70478202	3ss	37
70478284	5ss	22
70480103	3ss	22
70480208	5ss	18
70481039	5ss	98
70481045	5ss	11
70482212	3ss	109
70482334	5ss	304
7048340	5ss	24
70485408	5ss	215
70486492	3ss	215
70486698	5ss	267
70488344	3ss	267
70488518	5ss	167
70489920	3ss	18
7049092	3ss	30
7049200	5ss	22
70496633	3ss	304
70496805	5ss	204
70497175	5ss	30
70497526	3ss	30
70497602	3ss	176
70497646	5ss	205
70497677	5ss	15
70499029	3ss	15
70499079	5ss	33
70500035	3ss	33
70500160	5ss	12
70500386	3ss	233
70500418	5ss	222
7050043	3ss	24
70500785	3ss	12
70501374	5ss	12
70501789	3ss	12
7050186	5ss	24
70501869	5ss	30
70502091	3ss	167
70502133	3ss	222
70502302	5ss	278
70502326	5ss	192
70502646	3ss	278
70502752	3ss	30
70502798	5ss	178
70503226	5ss	28
70503571	5ss	1165
70503866	3ss	178
70504217	3ss	28
70504247	3ss	929
70504303	5ss	1345
70504329	5ss	16
70504834	3ss	83
70504874	3ss	16
70504947	5ss	85
70504975	5ss	12
70505085	3ss	12
70505255	5ss	14
7050537	3ss	24
70506444	3ss	14
70506508	5ss	24
70506886	3ss	24
70506918	3ss	192
70507032	5ss	368
70507131	3ss	368
7050717	5ss	12
70507323	5ss	287
70508242	5ss	11
70508431	3ss	11
70508597	5ss	10
70508693	3ss	10
70508893	3ss	287
70509022	5ss	195
7050910	3ss	12
70509281	3ss	195
70509442	5ss	178
70509670	5ss	21
70510479	3ss	1583
70510641	5ss	1162
70511629	3ss	1162
70511822	5ss	1857
70512175	3ss	21
70512362	5ss	35
70512454	3ss	35
70512553	5ss	10
70513083	3ss	10
70513306	5ss	30
70513482	3ss	30
70513609	3ss	178
70513834	5ss	77
70514077	3ss	1857
70514378	5ss	2305
70514471	3ss	77
70514584	5ss	147
70515127	3ss	147
70515293	5ss	155
70516030	3ss	155
70516240	5ss	150
70516415	3ss	2305
70516510	5ss	2830
70516701	3ss	2830
70516897	5ss	2863
70517051	3ss	150
70517134	5ss	200
70517227	3ss	2863
70517311	5ss	1962
70517686	3ss	1962
70517788	5ss	1794
70518319	3ss	1794
70518358	5ss	1976
70518557	3ss	1976
70518666	5ss	1826
70519792	3ss	1826
70520764	3ss	200
70520949	5ss	242
70525645	3ss	242
70525836	5ss	149
70530963	3ss	149
70531202	5ss	220
70532745	3ss	220
70532856	5ss	312
7053336	5ss	321
7053543	3ss	10
7053639	3ss	311
7053728	5ss	51
7053815	5ss	363
70545893	3ss	312
70545975	5ss	97
70546303	3ss	97
70546449	5ss	161
70547684	3ss	161
70547804	5ss	236
70547900	3ss	236
70548085	5ss	121
7054934	3ss	414
70549467	3ss	121
70549672	5ss	98
70550964	3ss	98
70557831	5ss	341
7055789	3ss	59
70560490	3ss	341
70560629	5ss	523
70562776	3ss	523
70563102	5ss	956
70564648	3ss	956
70564820	5ss	814
70566382	3ss	814
70566523	5ss	323
70569211	3ss	323
70569323	5ss	588
70572226	3ss	588
70572363	5ss	719
70573007	3ss	719
70573110	5ss	425
70575572	3ss	425
70575737	5ss	534
7057753	5ss	10
70578341	3ss	534
70578436	5ss	526
70582273	3ss	526
70582345	5ss	572
70584553	3ss	34
70584581	5ss	30
70586344	5ss	14
70587349	3ss	14
70587463	5ss	14
70587904	3ss	14
70588020	5ss	40
70588349	3ss	568
70588500	5ss	498
70588954	3ss	498
70589109	5ss	538
70590082	3ss	538
70590237	5ss	620
70590789	3ss	620
70590932	5ss	466
70594372	3ss	466
70594494	5ss	523
70595017	3ss	40
70595136	5ss	15
70595533	3ss	523
70595687	5ss	1147
70596800	3ss	15
70597041	5ss	25
70597453	3ss	25
70597671	5ss	35
70597779	3ss	1147
70597953	5ss	522
70598085	3ss	35
70598303	5ss	37
70598674	3ss	37
70598881	5ss	32
70598968	3ss	522
70599173	5ss	883
70599271	3ss	883
70599427	5ss	756
70601314	3ss	756
70601439	5ss	513
70601593	3ss	32
70601769	5ss	53
70602186	3ss	513
70602386	3ss	53
70602398	5ss	394
70602513	5ss	49
70602611	3ss	49
70602718	5ss	59
70602841	3ss	59
70602946	3ss	394
70603014	5ss	43
70603044	5ss	472
70603812	3ss	43
70603909	3ss	472
70603985	5ss	50
70604052	5ss	572
70604795	3ss	50
70604899	5ss	44
70604998	3ss	572
70605102	5ss	1064
70605576	3ss	1064
70607111	3ss	44
70607311	5ss	42
70608087	3ss	42
70608718	5ss	10
7060894	5ss	24
70609435	3ss	10
70609515	5ss	29
7061146	3ss	24
70612419	3ss	29
70612568	5ss	29
70612725	3ss	29
70612844	5ss	30
70613151	3ss	30
70613326	5ss	31
7061340	5ss	26
70613917	3ss	31
70614095	5ss	35
70617103	3ss	35
70617316	5ss	61
70618422	3ss	61
70618587	5ss	49
70621378	3ss	49
70621589	5ss	28
70626488	3ss	28
70626596	5ss	33
70627424	3ss	33
70627522	5ss	54
70627824	3ss	54
70628001	5ss	29
706288	5ss	25
70637260	5ss	221
7063968	3ss	26
70641159	3ss	29
70641226	5ss	31
7064157	5ss	31
70641866	5ss	12
70642967	3ss	31
70643089	5ss	18
7064314	3ss	31
70643824	3ss	18
70643916	5ss	41
70644004	3ss	41
70644016	3ss	12
70644088	5ss	34
7064430	5ss	17
7064535	3ss	17
7064648	5ss	38
7064823	3ss	38
7064919	5ss	48
7065305	3ss	48
7065384	5ss	27
7065582	3ss	27
7065731	5ss	36
70661227	5ss	112
70665982	3ss	10
70666093	5ss	23
70666467	3ss	125
70666763	5ss	184
7066817	3ss	36
7066948	5ss	17
70670063	3ss	184
70670138	5ss	224
7067082	3ss	17
70670824	3ss	224
70671002	5ss	157
70671463	5ss	33
70671912	3ss	221
70672054	5ss	308
7067236	5ss	18
70672918	3ss	157
70673035	5ss	77
70673147	3ss	77
70673332	5ss	67
70673815	3ss	67
70673960	5ss	176
70674020	3ss	34
70674087	5ss	37
70674591	3ss	37
70674707	5ss	32
70678091	3ss	32
70678216	5ss	36
70679000	3ss	15
70679101	5ss	13
70679402	3ss	34
70679558	5ss	51
70679588	3ss	176
70679737	5ss	109
70680476	3ss	51
70680653	5ss	49
70683674	3ss	49
70687298	3ss	33
70687522	5ss	217
70688074	5ss	24
7069090	3ss	18
7069157	5ss	15
7069251	3ss	15
70693955	3ss	109
7069402	5ss	43
70694105	3ss	217
70694116	5ss	72
70694238	5ss	283
70694555	3ss	72
70694674	5ss	56
7069507	3ss	43
70695762	3ss	56
70695835	5ss	70
7069598	5ss	64
70696240	3ss	10
70696301	5ss	25
70696692	3ss	70
70696778	3ss	25
70696851	5ss	91
70697658	5ss	10
7069784	5ss	15
70697951	3ss	283
70698060	5ss	168
7069969	3ss	64
70700379	3ss	168
70700471	5ss	108
70700816	3ss	91
70700950	5ss	85
7070108	5ss	51
70701184	3ss	108
70701233	5ss	182
7070289	3ss	51
70702969	3ss	85
70703013	5ss	108
70703108	3ss	182
70703235	5ss	377
70704675	3ss	332
70704797	5ss	468
70705122	3ss	377
70705203	5ss	425
7070573	3ss	15
70706108	3ss	108
7070664	5ss	12
70710367	3ss	425
70710498	5ss	611
70712501	3ss	611
70712590	5ss	468
70713078	3ss	468
70713144	5ss	351
70715614	3ss	15
70715635	3ss	453
70715730	5ss	456
70716048	3ss	456
70716068	5ss	871
70716186	5ss	603
70716291	3ss	374
70716294	3ss	229
70716504	5ss	14
70719562	3ss	885
70720005	5ss	801
70721838	3ss	801
70721913	5ss	1125
70723047	3ss	1125
70723203	3ss	335
70723225	5ss	562
70723350	5ss	257
70724067	3ss	257
70724249	5ss	263
707247	5ss	30
707251	5ss	18
70725133	3ss	562
70725250	5ss	787
70726547	3ss	263
70726626	5ss	333
70726774	3ss	787
70726959	5ss	921
70728732	3ss	921
70728877	5ss	702
70729218	3ss	349
70729343	5ss	415
70729957	3ss	702
70730106	5ss	562
70731169	3ss	415
70731293	5ss	321
70731647	3ss	562
70731808	5ss	1255
70732223	3ss	321
70732343	5ss	265
70732446	3ss	265
70732602	5ss	373
70733301	3ss	1255
70733420	5ss	463
70734426	3ss	463
70734499	5ss	378
70735887	3ss	373
70735948	5ss	223
70736038	3ss	223
70736087	5ss	225
70737285	3ss	378
70737444	5ss	496
70737908	3ss	225
70738008	5ss	344
70738598	3ss	496
70738732	5ss	920
70739960	3ss	344
70740104	5ss	211
70741293	3ss	920
70741337	5ss	970
70742299	3ss	970
70747609	3ss	211
70749014	5ss	16
7075007	3ss	12
70751916	5ss	29
70753186	5ss	255
70754406	3ss	29
70754682	5ss	60
70756028	3ss	243
70756058	3ss	12
70756208	5ss	286
7075754	5ss	13
70757644	3ss	60
70757679	3ss	286
70757753	5ss	25
70757922	5ss	164
70759885	3ss	25
70759944	5ss	25
70760180	3ss	16
70760278	5ss	30
70761923	3ss	25
70762048	5ss	59
70763181	3ss	59
70763314	5ss	43
7076392	3ss	13
70764417	3ss	164
70764485	5ss	188
70764802	3ss	30
70764881	5ss	41
7076518	5ss	13
70765488	3ss	41
70765671	5ss	60
70766222	3ss	43
70766316	5ss	51
70767757	3ss	188
70767873	5ss	166
70768597	3ss	60
70768681	5ss	77
70770656	3ss	77
70770771	5ss	68
70774363	3ss	166
70774442	5ss	184
70775040	3ss	163
70775235	5ss	428
70775297	3ss	68
70775804	3ss	449
70775944	5ss	192
70776530	3ss	192
70776630	5ss	238
70776802	3ss	238
70776955	5ss	171
70777045	3ss	171
70777146	5ss	105
70777343	3ss	105
70777522	5ss	215
70779117	3ss	215
70779275	5ss	262
70779438	3ss	262
70779527	5ss	211
70779669	3ss	51
70779723	5ss	35
70781625	3ss	211
70781750	5ss	123
70782311	3ss	35
70782454	5ss	19
70782697	3ss	123
70782867	5ss	276
70782980	3ss	276
70783096	5ss	437
70783179	3ss	437
70783349	5ss	293
70784451	3ss	293
70784603	5ss	190
70785231	3ss	19
70785509	5ss	18
70786811	3ss	18
70786958	5ss	34
70787350	3ss	190
70787602	5ss	142
70787843	3ss	142
70787966	5ss	382
70791077	3ss	34
70791235	5ss	16
70793097	3ss	16
70793253	5ss	60
70793470	3ss	382
70797389	3ss	60
70797480	5ss	55
70798426	3ss	55
70798618	5ss	44
70800448	3ss	44
70800578	5ss	18
7080253	5ss	626
70805292	3ss	18
70806978	5ss	10
70808068	3ss	10
70808255	5ss	28
70809012	3ss	28
70809234	5ss	24
70810771	3ss	24
7081079	3ss	10
70810949	5ss	57
70811888	3ss	57
70812098	5ss	25
7081278	5ss	20
70813149	3ss	25
70813279	5ss	50
7081371	3ss	13
7081466	5ss	14
70818116	3ss	50
70818317	5ss	36
70818583	3ss	36
70818776	5ss	48
70819766	3ss	48
7081981	3ss	14
70820150	5ss	51
7082063	5ss	25
70828135	3ss	51
70828254	5ss	86
7082889	3ss	25
70834869	3ss	86
70834905	5ss	64
7083501	3ss	626
70835384	3ss	64
70835476	5ss	12
7083602	5ss	545
7083714	3ss	545
70837281	3ss	12
70837509	5ss	51
70837932	3ss	51
70838092	5ss	65
7083855	5ss	601
70840184	3ss	65
70840334	5ss	39
70840866	3ss	39
70841046	5ss	27
7084252	3ss	601
7084310	5ss	508
7084391	3ss	492
70844509	3ss	27
70844572	5ss	44
70845247	3ss	44
7084540	5ss	400
70845433	5ss	28
7084858	3ss	416
70848943	3ss	28
70849147	5ss	49
70852713	3ss	49
70852752	5ss	44
70855809	3ss	44
70856064	5ss	63
70858101	3ss	63
70858347	5ss	37
70860581	3ss	37
70877266	5ss	59
70881639	3ss	59
70881720	5ss	101
70883381	5ss	164
70883620	3ss	101
70883715	5ss	69
70884036	5ss	32
70887249	3ss	69
70887358	5ss	84
70888753	3ss	164
70888819	5ss	229
70889968	3ss	84
70890099	5ss	13
70892107	3ss	229
70892191	5ss	224
70892654	3ss	32
70892803	5ss	73
70895477	3ss	13
70895486	3ss	224
70895534	5ss	15
70895587	5ss	271
70896000	3ss	15
70896077	5ss	16
70897766	3ss	16
70897918	5ss	45
70898333	3ss	271
70898460	5ss	214
70899511	3ss	45
70899632	5ss	44
70900183	3ss	214
70900295	5ss	159
70900808	3ss	44
70900860	5ss	42
70904371	3ss	42
70904509	5ss	79
70904784	3ss	79
70914009	5ss	21
70914397	3ss	21
70915568	3ss	73
70915643	5ss	92
70916763	3ss	92
70916919	5ss	70
70917803	3ss	70
70917967	5ss	54
70922162	3ss	54
70922268	5ss	139
70922467	3ss	110
70922580	5ss	110
70925798	3ss	139
70925866	5ss	132
70927948	3ss	159
70928012	5ss	126
70928245	3ss	132
70928387	5ss	103
70930770	3ss	126
70930869	5ss	147
70930912	3ss	103
70930978	3ss	147
70931073	5ss	174
709330	3ss	25
70936830	3ss	174
70936902	5ss	98
70939646	3ss	98
70939722	5ss	133
70940318	5ss	57
70942038	3ss	133
70942104	5ss	164
70944924	3ss	164
70945080	5ss	209
709451	5ss	73
70945743	3ss	57
70945820	5ss	101
70945896	3ss	209
70946010	5ss	177
70946199	3ss	101
70946306	5ss	111
70947398	3ss	111
70947512	5ss	178
70948496	3ss	177
70948581	5ss	131
70949023	3ss	178
70949191	5ss	101
70951411	3ss	101
70951522	5ss	113
70952570	3ss	131
70954944	3ss	113
70955021	5ss	175
709553	3ss	73
70956748	3ss	175
70956839	5ss	203
70958128	3ss	203
70958308	5ss	78
70958860	3ss	78
70958953	5ss	62
70960036	3ss	62
70960255	5ss	58
709608	5ss	75
70962195	3ss	58
70962275	5ss	73
70962623	3ss	73
70962799	5ss	173
70967549	3ss	173
70967697	5ss	155
70968356	3ss	155
7103685	3ss	22
7103870	5ss	11
710422	3ss	75
710486	5ss	71
710804	3ss	139
7108293	5ss	59
7108297	5ss	10
71123405	5ss	48
71124994	3ss	48
71125079	5ss	73
71136142	3ss	73
71136235	5ss	37
71138007	3ss	37
71138122	5ss	86
71159931	5ss	22
71161427	5ss	82
71162195	3ss	86
71162274	5ss	54
71162736	3ss	22
71164427	5ss	120
71165367	3ss	66
71166156	3ss	120
71166216	5ss	121
71166451	5ss	12
71167667	3ss	28
71169474	3ss	121
71169590	5ss	49
71174478	3ss	49
71174531	5ss	47
71175099	3ss	47
71175188	5ss	40
71183495	3ss	40
71183546	5ss	41
71184324	3ss	41
71184412	5ss	38
71184615	3ss	38
71184732	5ss	42
71185113	3ss	54
71185252	5ss	85
71185366	3ss	85
71185436	5ss	127
71185441	3ss	42
71185572	5ss	33
71185979	5ss	10
71186862	3ss	127
71187035	5ss	128
71188188	3ss	10
71189441	3ss	33
71189515	5ss	54
71189523	5ss	13
71190604	3ss	128
71190730	5ss	84
71191704	3ss	84
71191801	3ss	54
71191857	5ss	81
71191925	5ss	20
71192402	3ss	20
71192450	5ss	12
71192646	3ss	13
71192969	3ss	12
71193071	5ss	45
71193220	5ss	11
71193365	3ss	11
71193535	5ss	43
71193895	3ss	45
71194063	5ss	64
71195358	3ss	64
71195493	5ss	30
71195870	3ss	59
71195947	5ss	73
71196004	3ss	43
71196160	5ss	48
71196588	3ss	30
71196694	5ss	37
71196705	3ss	48
71196915	5ss	46
71197248	3ss	46
71198039	5ss	16
71199139	3ss	16
71199285	5ss	46
71199771	3ss	46
71199932	5ss	32
71200737	3ss	95
71200786	5ss	142
71201692	3ss	32
71201819	5ss	48
71201891	3ss	37
71202022	5ss	29
71202293	3ss	48
71202401	5ss	78
71202847	3ss	78
71202880	3ss	29
71202949	5ss	27
71202956	5ss	76
71203320	3ss	76
71203395	5ss	57
71204453	3ss	57
71208529	3ss	27
71208657	5ss	56
71209398	3ss	56
71209574	5ss	37
71212339	3ss	142
71212348	3ss	37
71212494	5ss	53
71228856	5ss	11
71229161	5ss	11
71229359	3ss	11
71229464	5ss	95
71231615	3ss	95
71232216	3ss	53
71232289	5ss	77
71233134	5ss	49
7123365	5ss	215
71233670	3ss	77
71233824	5ss	78
7123441	3ss	215
71234634	3ss	78
71234894	5ss	12
7123516	5ss	262
71235567	3ss	12
71236401	5ss	51
7123783	3ss	262
71237995	3ss	51
71238155	5ss	70
71238383	3ss	49
7123848	5ss	258
71238490	5ss	45
71239035	3ss	45
71239142	5ss	45
7123923	3ss	258
7123995	5ss	326
7124085	3ss	326
7124149	5ss	351
7124243	3ss	351
71242863	3ss	70
71242954	5ss	46
71243380	3ss	45
71243460	3ss	46
71243557	5ss	63
71243632	5ss	15
7124377	5ss	212
71244897	3ss	15
71244971	5ss	17
71245963	3ss	63
71246114	5ss	58
71247994	3ss	58
71248104	5ss	77
7124857	3ss	212
7125001	5ss	370
7125271	3ss	370
7125400	5ss	291
7125496	3ss	291
71255350	3ss	17
71255445	5ss	24
71256124	3ss	11
7125621	5ss	352
71258036	3ss	24
71258152	5ss	29
7125986	3ss	352
7126184	5ss	343
71264194	3ss	29
71264241	5ss	30
7126452	3ss	343
7126556	5ss	512
71265880	3ss	30
71265996	5ss	17
71266453	3ss	77
71266566	5ss	44
71266585	3ss	17
71269419	3ss	44
7126963	3ss	512
7127049	5ss	955
7127132	3ss	955
7127194	5ss	633
7127287	3ss	633
7127388	5ss	385
7127465	3ss	385
7127562	5ss	554
7127640	3ss	554
71276707	5ss	31
7127712	5ss	556
7127799	3ss	556
7127871	5ss	180
7127961	3ss	180
7128033	5ss	253
7128066	3ss	11
7128128	3ss	253
7128203	5ss	444
7128236	5ss	19
7128276	3ss	444
71289117	3ss	31
71289269	5ss	88
71295842	5ss	25
71297632	3ss	25
71297716	5ss	135
71297871	3ss	135
71297969	5ss	93
71298318	3ss	88
71298816	3ss	93
71298957	5ss	40
71299771	3ss	40
71299881	5ss	99
71300612	3ss	99
71300724	5ss	58
71302685	3ss	58
71302772	5ss	49
71303734	3ss	49
71303831	5ss	64
71304688	3ss	64
71304766	5ss	60
71305448	3ss	60
713464	5ss	94
71357884	5ss	222
71360028	3ss	222
71360706	5ss	197
71361078	3ss	197
71361235	5ss	324
71361756	3ss	324
71361927	5ss	388
71365620	3ss	388
71365761	5ss	346
71366925	3ss	346
71366992	5ss	331
71368362	3ss	331
71368499	5ss	468
7137047	3ss	20
71371558	3ss	468
71371668	5ss	574
7137192	5ss	21
71375129	3ss	574
71375236	5ss	484
71376353	3ss	484
71376583	5ss	178
71376996	3ss	178
71377844	5ss	58
71390069	5ss	20
71391236	3ss	20
71391303	5ss	37
71391465	3ss	37
71391595	5ss	11
71392546	3ss	11
71401678	5ss	203
71403542	5ss	25
71406311	3ss	156
71406384	5ss	268
71411525	3ss	25
71411626	5ss	25
71413840	5ss	60
71416635	3ss	315
71416754	5ss	194
71417218	3ss	194
71428943	3ss	60
71429048	5ss	16
71434915	3ss	16
71434960	5ss	29
71435738	3ss	29
71435827	5ss	44
71442081	3ss	58
71442214	5ss	135
71443659	3ss	44
71455416	5ss	18
71462458	3ss	18
71464683	3ss	135
71464768	5ss	82
71476441	5ss	43
71478209	3ss	43
71478266	5ss	49
71479570	3ss	25
71479652	5ss	24
71479702	3ss	49
71479919	5ss	29
71482441	3ss	24
71482581	5ss	31
71483053	3ss	82
71483128	5ss	73
71485726	3ss	29
71485879	5ss	30
71489693	3ss	31
71489917	3ss	30
71489949	5ss	13
71492834	3ss	13
71493005	5ss	12
71493489	3ss	12
71493599	5ss	19
71495417	3ss	19
71495508	5ss	35
71496194	5ss	20
71498678	5ss	13
71499390	3ss	20
71499628	5ss	13
71500146	3ss	35
71500255	5ss	39
71500648	3ss	39
71500753	5ss	40
71500829	3ss	13
71500891	5ss	12
71500911	3ss	13
71502782	3ss	52
71502865	5ss	11
71502874	5ss	11
71507063	3ss	11
71507212	5ss	31
71508360	3ss	73
71508440	5ss	89
71510607	3ss	31
71511850	3ss	11
71512000	5ss	21
71513681	3ss	21
71513822	5ss	32
71514524	3ss	32
71514701	5ss	21
71517369	3ss	21
71517477	5ss	47
71518600	3ss	47
71518729	5ss	38
71522221	3ss	38
71522279	5ss	34
71524226	3ss	34
71524441	5ss	11
71540262	3ss	11
71540515	5ss	26
71542906	3ss	26
71543136	5ss	14
7154585	3ss	21
71546644	3ss	89
71546731	5ss	175
7154903	5ss	12
71555047	3ss	14
71555147	5ss	18
71555909	3ss	18
71556059	5ss	26
71558995	5ss	110
71559005	5ss	36
7155915	5ss	97
7156089	3ss	97
7156149	5ss	147
71562243	3ss	175
71562367	5ss	150
7156237	3ss	147
7156317	5ss	157
71566562	3ss	150
71566733	5ss	102
71567625	3ss	102
71567932	5ss	70
71568707	3ss	26
71568937	5ss	33
71569903	3ss	70
71570112	3ss	33
71570386	5ss	37
71571011	5ss	32
71571952	3ss	37
71572157	5ss	42
71575321	3ss	42
71575763	5ss	42
71575883	3ss	124
71576169	3ss	42
71576309	5ss	48
71576512	3ss	48
71577401	5ss	174
7157902	3ss	157
7158122	5ss	93
71582849	3ss	196
71582910	5ss	302
71590283	3ss	302
71590321	5ss	343
71591084	3ss	343
71591382	5ss	263
71592559	3ss	263
71592836	5ss	163
71595512	3ss	163
71595658	5ss	166
71597013	3ss	166
71597135	5ss	106
7160176	3ss	93
7160357	5ss	207
7160604	3ss	12
71607352	3ss	106
71607410	5ss	128
71607643	3ss	128
71607695	5ss	133
7160811	5ss	15
71615853	5ss	12
71616336	5ss	20
71617999	3ss	20
71618091	5ss	26
7161907	3ss	207
7162002	5ss	167
71620524	3ss	12
71620775	5ss	14
7162145	3ss	167
71622377	3ss	14
71622439	3ss	26
7162245	5ss	123
71622568	5ss	19
71623271	3ss	133
71623321	5ss	139
71625831	3ss	139
71625902	5ss	167
71626689	3ss	167
71626775	5ss	151
71627085	3ss	19
71627242	3ss	151
71627310	5ss	127
71627608	3ss	127
71627648	5ss	72
71628236	3ss	32
71628409	5ss	113
7162890	3ss	123
71629086	3ss	72
71629217	5ss	96
71629269	3ss	113
71629386	5ss	53
71630192	3ss	53
71630293	5ss	100
71630923	5ss	12
71631000	3ss	96
71631128	5ss	143
71631621	3ss	12
71631712	5ss	17
71632731	3ss	143
71632772	5ss	96
71633258	3ss	96
71633392	5ss	115
71634255	3ss	100
71634378	5ss	128
71634449	3ss	17
71634562	5ss	14
71635252	3ss	115
71635377	5ss	166
71638789	3ss	14
71638863	5ss	13
71639228	3ss	128
71639289	5ss	107
71640885	3ss	107
71640950	5ss	112
71644086	3ss	112
71644155	5ss	93
7164500	3ss	15
71645732	3ss	166
71645769	5ss	132
7164647	5ss	21
71648468	3ss	13
71648581	5ss	18
71648808	3ss	93
71648900	5ss	118
71649944	3ss	132
71650513	3ss	118
71650596	5ss	96
71650863	5ss	63
71651168	5ss	161
71651780	3ss	161
71651845	5ss	151
7165238	3ss	19
7165357	5ss	30
71653590	3ss	151
71654030	3ss	18
71654523	3ss	96
71654544	5ss	136
71654690	5ss	44
71655212	3ss	44
71655309	5ss	54
71655677	3ss	136
71655781	5ss	100
71658457	3ss	100
71658558	5ss	183
71659502	3ss	54
71659621	5ss	79
71660295	3ss	183
71660413	5ss	363
71660512	3ss	79
71660611	5ss	54
71661301	3ss	63
71661398	5ss	124
71661872	3ss	363
71665858	3ss	54
71665922	5ss	51
71668056	3ss	124
71668176	5ss	85
71668673	3ss	51
71668700	5ss	31
71670065	3ss	31
71670133	5ss	65
71671937	5ss	41
71672233	3ss	65
71679854	3ss	85
71679951	5ss	97
7168181	5ss	34
71687528	3ss	97
7169056	3ss	34
7169221	5ss	35
71693807	3ss	41
71693961	5ss	28
7169779	3ss	35
7169798	3ss	30
71698050	3ss	28
71698157	5ss	52
7169890	5ss	57
7169986	5ss	92
71701643	3ss	52
71701763	5ss	78
7170194	3ss	92
7170257	3ss	21
7170346	5ss	11
7170371	5ss	81
71705765	3ss	78
71705898	5ss	36
71706496	3ss	36
71706597	5ss	55
71707241	3ss	55
7171377	5ss	10
7171571	3ss	81
7171696	5ss	46
7172404	3ss	46
7172603	5ss	65
7173121	3ss	65
7173274	5ss	80
71736281	5ss	45
71736400	3ss	45
71738029	5ss	24
7173822	3ss	80
7173937	5ss	76
7174343	3ss	76
7174421	5ss	108
7174553	3ss	57
7174947	3ss	108
7175075	5ss	75
7175283	3ss	10
7175629	5ss	10
7175760	3ss	75
7175834	5ss	49
71766567	3ss	24
71766687	5ss	258
7176888	3ss	69
7177006	5ss	166
7177159	3ss	49
7177390	3ss	10
71789348	5ss	83
7179760	3ss	11
71799426	5ss	10
71800003	3ss	27
71800075	3ss	10
71800120	5ss	11
71812756	5ss	42
7181357	3ss	166
7181479	5ss	51
71816344	5ss	110
7182103	3ss	51
71822380	3ss	110
71822442	5ss	74
71822541	3ss	74
71822638	5ss	118
7182315	5ss	163
718236	5ss	76
71824757	5ss	10
71825249	3ss	118
71825322	5ss	126
71825406	3ss	126
71825511	5ss	51
71825611	3ss	51
71827464	3ss	325
71827517	5ss	329
71831255	3ss	329
71831379	5ss	352
71833173	3ss	352
71833275	5ss	449
71834072	5ss	13
718353	3ss	76
71835356	3ss	42
71835586	5ss	63
71835648	3ss	10
71835803	3ss	449
71836412	5ss	319
71840220	3ss	319
71840323	5ss	609
71840938	3ss	609
71841003	5ss	17
71841091	5ss	451
718411	5ss	117
71842681	3ss	451
71842789	5ss	723
71842897	3ss	723
71843030	5ss	941
71844100	3ss	941
71844166	5ss	666
71844845	3ss	17
71844998	3ss	666
71845008	5ss	12
71845148	5ss	488
71847697	3ss	12
718488	3ss	117
71849355	3ss	488
71849463	5ss	479
71849816	3ss	63
71849922	5ss	105
71850944	3ss	479
71851154	5ss	882
71851334	5ss	25
71851513	3ss	130
71851710	5ss	65
71851865	3ss	882
71852052	5ss	363
71852794	3ss	363
71852889	5ss	476
71853491	3ss	65
71853601	5ss	112
71853626	3ss	476
71853705	5ss	490
71854853	3ss	490
71855063	5ss	768
71855410	3ss	112
71855509	5ss	32
718569	5ss	145
71859643	5ss	77
71859964	3ss	32
71860053	5ss	56
71861606	3ss	768
71861706	5ss	800
71862928	3ss	800
71863140	5ss	710
71863784	3ss	77
71863899	5ss	91
71864291	3ss	691
71864401	5ss	523
718656	3ss	145
71865951	3ss	523
71866280	5ss	720
71867731	3ss	739
71867816	5ss	701
71868789	3ss	56
71868963	5ss	63
71869125	3ss	701
7186964	5ss	10
718699	5ss	136
7187057	3ss	10
71871274	3ss	63
7187181	5ss	23
7187293	3ss	23
7187408	5ss	14
7187536	3ss	14
7187667	3ss	163
7187756	5ss	123
71880007	5ss	69
71881913	3ss	69
71881974	5ss	93
7188258	5ss	10
71883527	3ss	93
7188407	3ss	10
71888084	3ss	91
71888277	5ss	123
71889276	3ss	123
71889423	5ss	174
71891533	3ss	174
71891648	5ss	83
7189227	5ss	29
71892382	3ss	83
71892472	5ss	53
7189392	3ss	123
71895069	3ss	53
7189555	5ss	115
7189745	3ss	29
71898394	3ss	13
71898465	5ss	14
71918186	3ss	14
71918257	5ss	21
71928895	3ss	21
71928966	5ss	19
71929492	5ss	454
71936210	5ss	41
71939234	3ss	41
71939297	5ss	52
71939392	3ss	52
71939542	5ss	100
71939771	3ss	100
