A2_pos	ss	A2_reads
77659914	3ss	43
77663079	5ss	28
77670170	3ss	28
77670243	5ss	17
77675464	3ss	17
77676345	5ss	33
77677602	3ss	33
77678090	5ss	34
77680698	3ss	34
77680848	5ss	69
77684661	3ss	129
77684738	5ss	202
7768913	3ss	1859
7769081	5ss	1260
77691779	3ss	69
77692051	5ss	32
7769666	3ss	1260
7769791	5ss	1685
77699962	3ss	32
77703642	5ss	146
77711344	3ss	202
77711442	5ss	141
77712365	3ss	141
77712473	5ss	49
77713346	5ss	123
77714599	3ss	49
77714727	5ss	55
77717625	3ss	55
77717784	5ss	73
7771915	3ss	1685
7772096	5ss	5261
77724786	5ss	22
77726612	3ss	22
77726678	5ss	22
77728089	3ss	22
77728183	5ss	68
77730440	3ss	68
77732420	3ss	136
77732466	5ss	200
7773774	3ss	5247
7773959	5ss	2685
7774147	3ss	28
77742485	3ss	210
77742535	5ss	222
7774269	5ss	79
7774301	3ss	2699
7774440	5ss	3976
77745494	3ss	222
77745557	5ss	193
77745757	3ss	73
77746686	3ss	193
77746739	5ss	208
77748210	3ss	208
77748317	5ss	31
77749262	3ss	31
77749311	5ss	40
77750746	3ss	123
77750838	5ss	104
77752106	5ss	68
77752183	3ss	68
77752226	5ss	75
77752454	3ss	40
77752532	5ss	50
77753161	3ss	75
77753226	5ss	117
77753774	5ss	14
77755068	3ss	14
77755185	5ss	96
77755495	3ss	117
77755600	5ss	108
77755750	3ss	50
77755848	5ss	38
77756514	5ss	38
77756582	3ss	104
77756729	5ss	213
77757531	3ss	108
77759328	3ss	38
77759437	3ss	213
77759481	5ss	13
77759649	5ss	176
77761599	3ss	38
77763252	3ss	176
77763384	5ss	202
77764125	3ss	202
77764156	5ss	148
7776885	3ss	3976
77769897	3ss	148
77769972	5ss	102
7777054	5ss	2844
77770637	3ss	102
77770852	5ss	139
77771327	3ss	96
77771521	3ss	139
77771663	5ss	95
77775312	3ss	95
77775479	3ss	13
77791264	5ss	23
77793181	3ss	23
77793248	5ss	27
77793815	3ss	27
77793895	5ss	30
77794255	3ss	30
77794380	5ss	50
77794653	5ss	43
77795466	3ss	50
77795544	5ss	63
77795766	3ss	12
77796098	3ss	63
77796150	5ss	28
77796653	3ss	28
77796668	3ss	43
77796702	5ss	38
77796710	5ss	47
77797330	3ss	47
77797412	3ss	38
77797506	5ss	54
77798505	3ss	54
77798617	5ss	95
77802135	3ss	95
77802219	5ss	137
77804212	3ss	137
77804285	5ss	137
77805774	3ss	137
7780584	3ss	2844
77807061	5ss	13
7780721	5ss	2047
77818424	3ss	13
77818541	5ss	12
7785109	3ss	2047
7785222	5ss	2679
7786045	3ss	2679
7786243	5ss	3079
77867356	5ss	52
7786754	3ss	3079
7786926	5ss	4508
77871083	5ss	110
77875413	3ss	52
77875533	5ss	58
7788556	3ss	4508
7788667	5ss	2848
77890986	3ss	58
77891075	5ss	70
77893495	3ss	70
77910770	5ss	14
77911179	3ss	14
77911280	5ss	14
7791150	3ss	2848
77911696	3ss	14
77917578	3ss	110
77917692	5ss	258
77924612	5ss	498
77925959	3ss	498
77926149	5ss	402
77926754	3ss	258
77926949	5ss	432
77928503	3ss	402
77928585	5ss	574
77928985	3ss	574
77929102	5ss	566
7793094	5ss	87
77930941	3ss	566
77931029	5ss	444
77931882	3ss	444
77932010	5ss	318
77932888	3ss	432
77933074	5ss	310
77934426	3ss	318
77934527	5ss	564
77934800	3ss	564
77934851	5ss	742
77935420	3ss	742
77936009	3ss	310
77936170	5ss	195
7793889	3ss	87
77940318	3ss	195
77940414	5ss	399
7794059	5ss	12
77941655	3ss	399
77941823	5ss	390
7794258	3ss	12
7794382	5ss	36
77949782	3ss	390
77949914	5ss	618
77951936	3ss	618
77952123	5ss	143
77955650	3ss	143
7796604	3ss	36
7796887	5ss	42
7797123	3ss	42
7797253	5ss	22
7797445	3ss	22
7797583	5ss	34
7797733	3ss	34
7797926	5ss	30
7798235	3ss	30
7798468	5ss	28
7798657	3ss	28
7798860	5ss	47
7800401	3ss	47
7800612	5ss	59
7801289	3ss	59
7801420	5ss	55
7801814	3ss	55
7801913	5ss	42
7802329	3ss	42
7802520	5ss	32
7802661	3ss	32
7802861	5ss	39
7803214	3ss	39
7803351	5ss	49
7803608	3ss	49
7803729	5ss	38
7803876	3ss	38
7804049	5ss	32
7804170	3ss	32
780456	3ss	54
7804693	5ss	30
780580	5ss	78
7805928	3ss	30
7806045	5ss	68
7806255	3ss	68
7806379	5ss	19
7806590	3ss	19
7806821	5ss	68
7807143	3ss	68
7807309	5ss	79
78075424	5ss	57
78075610	3ss	34
78075689	5ss	71
7807760	3ss	79
78078354	3ss	94
78078659	5ss	18
78078931	5ss	121
7807937	5ss	41
78079548	3ss	121
78079686	3ss	18
78079693	5ss	172
78079823	5ss	14
78080520	3ss	14
78080657	5ss	28
78081356	3ss	172
78081521	5ss	109
78081599	3ss	109
78081695	5ss	121
78081874	3ss	28
78082089	3ss	121
78082124	5ss	39
78082208	5ss	110
78082288	3ss	110
78082406	5ss	124
78082496	3ss	124
78082627	5ss	184
78082633	3ss	39
78082711	5ss	28
78082802	3ss	28
78082900	5ss	38
78083744	3ss	184
78083854	5ss	161
78084159	3ss	12
7808418	3ss	41
78084526	3ss	161
78084639	5ss	238
78084740	3ss	238
78084824	5ss	288
7808483	5ss	42
78085427	3ss	38
78085632	5ss	10
78085782	3ss	288
78085899	5ss	109
78086377	3ss	109
78086510	5ss	125
78086675	3ss	125
78086826	5ss	215
78086954	3ss	10
78087017	3ss	215
78087165	5ss	145
7808939	3ss	42
7809024	5ss	30
78090767	3ss	145
78090908	5ss	218
78091399	3ss	218
78091548	5ss	160
7809174	3ss	30
78091992	3ss	160
78092156	5ss	149
78092452	3ss	149
78092604	5ss	117
7809307	5ss	37
78093071	3ss	117
780984	3ss	78
7809871	3ss	37
7810015	5ss	50
7810187	3ss	50
7810349	5ss	47
7810444	3ss	47
7810565	5ss	56
7810671	3ss	56
7810806	5ss	25
7810919	3ss	15
7811212	3ss	10
7811337	5ss	31
7811720	3ss	31
7811828	5ss	33
7812015	3ss	33
7812147	5ss	13
7812461	3ss	13
7812656	5ss	45
7812702	5ss	13
78133782	5ss	111
7813746	3ss	58
7813909	5ss	34
7814165	3ss	34
78142320	3ss	111
78142384	5ss	143
7814291	5ss	42
78143675	3ss	143
78143732	5ss	63
7814782	3ss	42
78148873	3ss	63
78174551	5ss	458
78177181	3ss	458
78177223	5ss	12
78177239	5ss	806
78182115	3ss	818
78182222	5ss	1139
78183839	3ss	1125
78183845	3ss	14
78195593	5ss	41
78196454	3ss	41
78196646	5ss	20
78197051	3ss	20
78199715	5ss	12
78201617	3ss	12
78201759	5ss	30
78210727	3ss	30
78210902	5ss	16
78211321	3ss	16
78211393	5ss	14
78215570	3ss	14
78215620	5ss	17
78218995	3ss	17
78219055	5ss	31
78219953	3ss	31
78220008	5ss	35
78220308	3ss	35
78220448	5ss	13
78221929	3ss	13
78222056	5ss	14
78222374	3ss	14
78222473	5ss	26
78222953	3ss	26
78225200	5ss	10
78226424	3ss	10
78237577	5ss	18
78245421	5ss	25
78247040	3ss	18
78247203	5ss	39
78248923	3ss	25
78249036	5ss	68
78261614	3ss	39
78262162	5ss	78
78262432	3ss	78
78262554	5ss	72
78263458	3ss	72
78263636	5ss	36
78264369	3ss	36
78264527	5ss	35
78265427	3ss	35
78265626	5ss	43
78267016	3ss	68
78267193	5ss	30
78268519	3ss	43
78268802	5ss	50
78268955	3ss	30
78269091	5ss	46
78269357	3ss	50
78269613	5ss	33
78272121	3ss	33
78272318	5ss	13
78272660	3ss	46
78272786	5ss	50
78279419	3ss	50
78279552	5ss	10
78280052	3ss	13
78280268	5ss	11
78280793	3ss	10
78280916	5ss	22
78280928	3ss	11
78281001	5ss	16
78282818	3ss	16
78282971	5ss	13
78286812	3ss	13
78286967	5ss	35
78290988	3ss	35
78291077	5ss	35
78292990	3ss	35
78293112	5ss	12
78298830	3ss	12
78298998	5ss	35
78301616	3ss	35
78301789	5ss	41
78302128	3ss	41
7830226	5ss	463
78302277	5ss	42
78305806	3ss	42
78306431	5ss	46
78307905	3ss	46
78308070	5ss	36
78308992	3ss	22
78309092	5ss	42
78309961	3ss	36
78310178	5ss	21
78311386	3ss	21
78311526	5ss	39
78311633	3ss	39
78311797	5ss	15
78313001	3ss	15
78314156	5ss	35
7831445	5ss	119
78316932	3ss	35
78317125	5ss	19
78317657	3ss	19
78317815	5ss	24
78318478	3ss	24
78322086	5ss	12
78323570	3ss	12
78323706	5ss	20
78324101	3ss	20
78324623	3ss	42
78324741	5ss	22
78324999	3ss	22
78325071	5ss	49
78325603	5ss	10
78325725	3ss	49
78325811	5ss	101
78326740	3ss	10
78326859	5ss	33
78326909	3ss	101
78327007	5ss	51
78327312	3ss	33
78327466	5ss	15
78327819	3ss	15
78328376	5ss	37
78329579	3ss	51
78329713	5ss	34
78332023	3ss	34
78332076	5ss	25
78332088	3ss	37
78332279	5ss	14
7833258	5ss	12
78333861	3ss	14
78334006	5ss	13
7833502	3ss	131
78335534	3ss	13
78335688	5ss	22
7833571	5ss	217
78336902	3ss	22
78337114	5ss	32
78337409	3ss	32
78337590	5ss	22
78338233	3ss	22
78338353	5ss	13
78338689	3ss	25
78338805	5ss	27
78340531	3ss	27
78341548	3ss	13
78341648	5ss	37
78341761	3ss	37
78343667	5ss	16
78345674	3ss	16
78345785	5ss	22
78346321	3ss	22
78346534	5ss	25
78346775	3ss	25
78346965	5ss	11
78348258	3ss	11
78348389	5ss	40
78349560	3ss	40
78349670	5ss	13
78350101	3ss	13
78350763	5ss	28
78351562	3ss	28
78351596	5ss	30
78353420	3ss	30
78353514	5ss	15
78354631	3ss	15
78355527	5ss	14
78356779	3ss	14
78356870	5ss	18
78357477	3ss	18
78357728	5ss	11
78358839	3ss	11
78358971	5ss	24
78359338	3ss	24
78359421	5ss	40
78360050	3ss	40
78360230	5ss	36
78360490	3ss	36
78360691	5ss	45
78362412	3ss	45
78362489	5ss	19
78362973	3ss	19
78363717	5ss	21
78363812	3ss	21
78365601	5ss	10
78365638	5ss	133
7836667	5ss	57
783671	5ss	10
7837220	3ss	217
78373303	3ss	133
78373435	5ss	244
7837378	5ss	241
78374146	3ss	10
7837456	3ss	57
78375192	3ss	244
78375283	5ss	227
7837540	5ss	111
78376510	3ss	227
78376701	5ss	229
7837783	3ss	111
78378632	3ss	229
7837864	5ss	141
78378779	5ss	209
78379015	3ss	209
78379197	5ss	269
78379451	3ss	269
78379679	5ss	225
7838084	3ss	463
7838118	5ss	562
7838178	3ss	241
7838229	5ss	194
7838307	3ss	141
78384316	3ss	225
7838463	5ss	39
7839010	3ss	562
7839141	5ss	1395
78392304	5ss	10
7839684	3ss	39
7839686	3ss	194
78397432	5ss	29
78397861	3ss	10
7839800	5ss	42
78398832	3ss	29
78398900	5ss	31
78399292	3ss	31
7840019	3ss	42
7840135	5ss	55
784024	3ss	10
78402460	5ss	15
78403573	3ss	15
7840482	3ss	55
7840580	5ss	57
7840953	3ss	1395
7841157	5ss	588
7841301	3ss	119
7841374	5ss	89
7841735	3ss	588
7841878	5ss	1430
7841990	3ss	1430
7842054	5ss	1801
78420845	5ss	19
7842831	3ss	57
7843067	5ss	60
7843414	3ss	60
7843560	5ss	44
78441772	5ss	73
7844233	3ss	1801
7844388	5ss	1040
7844721	3ss	1040
78447555	3ss	73
78447617	5ss	88
7844817	5ss	833
78449890	3ss	88
78449973	5ss	113
78452434	3ss	113
78452548	5ss	188
78453923	3ss	188
78454110	5ss	204
78454576	3ss	204
78454709	5ss	145
78455849	3ss	145
78455951	5ss	122
78456058	3ss	122
78456122	5ss	139
78457334	3ss	139
78457418	5ss	161
78458492	3ss	161
78458644	5ss	225
78458767	3ss	19
78458952	5ss	16
78461264	3ss	225
78466385	3ss	16
7846709	3ss	44
7846842	5ss	73
78471005	5ss	49
7847441	3ss	73
7847566	5ss	41
7847794	3ss	41
78478735	3ss	49
78479303	5ss	71
7847956	5ss	51
78481698	3ss	71
7848937	3ss	833
7848973	5ss	916
7849046	3ss	51
7849304	5ss	33
7849622	3ss	916
78506289	5ss	24
7850889	3ss	33
7851040	5ss	87
78512018	5ss	10
7851234	3ss	87
7851297	5ss	89
7851475	3ss	89
7851645	5ss	41
7851805	3ss	41
7851937	5ss	76
78519591	5ss	72
7852400	3ss	23
7852403	3ss	53
7852475	5ss	112
7852703	3ss	112
78533505	5ss	17
78546359	3ss	10
78546544	5ss	27
78547295	3ss	24
78547399	5ss	18
78560636	3ss	27
78560816	5ss	18
78573733	3ss	17
78585077	3ss	18
78585183	5ss	34
78586094	5ss	15
78586953	3ss	15
78587122	5ss	14
78591565	3ss	34
78591646	5ss	13
78595976	3ss	14
78596686	5ss	14
78599491	3ss	72
78599593	5ss	74
78601048	3ss	18
78601161	5ss	10
78601276	3ss	13
78602198	3ss	14
78602284	5ss	11
78608226	3ss	11
78608321	5ss	13
7860838	5ss	23
78610080	3ss	13
78612133	5ss	11
78617429	3ss	11
78617528	3ss	74
78617610	5ss	68
78638654	3ss	10
78638797	5ss	15
78641877	3ss	15
7866281	3ss	23
7866523	5ss	15
78681641	3ss	68
78681799	5ss	31
78682959	5ss	30
78683755	5ss	12
78686642	3ss	30
78686814	5ss	23
7869328	5ss	15
78698887	3ss	12
78698933	5ss	12
78700180	3ss	12
78700275	5ss	15
78700942	3ss	15
78704360	3ss	31
78704506	5ss	80
7870883	3ss	15
7871036	5ss	128
78710806	3ss	23
78711018	5ss	10
78722167	3ss	10
78727810	3ss	80
78727985	5ss	37
78730698	5ss	54
78732137	3ss	54
78732223	5ss	89
7873486	3ss	89
7873639	5ss	148
78749128	5ss	12
7875371	3ss	187
7875488	5ss	162
78755264	3ss	89
78755429	5ss	99
78757593	3ss	99
78757730	5ss	94
78758613	3ss	94
78758831	5ss	140
78762874	3ss	140
78762943	5ss	121
78764083	3ss	121
78764266	5ss	61
78765250	3ss	37
78765309	5ss	40
78765584	3ss	61
78765723	5ss	75
78768530	3ss	75
78768701	5ss	55
78770639	3ss	55
78770739	5ss	58
78771961	3ss	12
78772078	5ss	24
78773899	3ss	24
78775660	3ss	58
78775776	5ss	59
78777103	3ss	59
78777262	5ss	66
78778047	3ss	66
78778182	5ss	112
78780075	3ss	112
78780159	5ss	131
78780522	3ss	131
7878057	3ss	162
78780678	5ss	198
78780989	3ss	198
78781113	5ss	279
78782764	3ss	279
78782868	5ss	235
78782961	3ss	235
78783103	5ss	162
78784033	5ss	69
7878435	5ss	69
78784756	5ss	12
78786251	3ss	162
78786398	5ss	138
78786484	3ss	138
78786606	5ss	105
78789468	3ss	105
78789653	5ss	272
78789902	3ss	12
78790375	3ss	272
78792898	3ss	69
78793009	5ss	134
78794614	5ss	14
78796001	3ss	40
78796101	5ss	45
78796314	3ss	14
78796507	5ss	10
78796879	3ss	45
78797023	5ss	32
78799589	3ss	10
78803591	5ss	14
78804010	3ss	14
78804396	3ss	134
78804654	5ss	177
78805767	5ss	10
78806410	3ss	177
78806493	5ss	160
78807310	3ss	10
78808374	3ss	160
78808445	5ss	137
78811722	3ss	32
78811797	5ss	46
78815293	3ss	137
78815404	5ss	223
78819905	5ss	11
78820273	3ss	46
78820374	5ss	47
78829264	3ss	47
78829347	5ss	65
78829642	3ss	11
78830420	3ss	223
78830526	5ss	87
78831590	3ss	65
78831700	5ss	74
7883268	3ss	69
78832805	5ss	19
78832881	5ss	883
7883390	5ss	98
78834247	3ss	902
78834272	5ss	1111
78834519	3ss	1111
78834561	5ss	1440
78834825	3ss	1400
78834918	3ss	12
78834987	5ss	1590
78836532	3ss	1607
78836609	5ss	1769
78837211	3ss	1780
78837299	5ss	845
78837976	3ss	845
78838106	5ss	890
78838917	3ss	859
78839040	5ss	1845
78841132	3ss	1876
78854215	3ss	74
78854289	5ss	83
78857219	3ss	83
78857284	5ss	52
78857581	3ss	52
78857772	5ss	60
7885814	3ss	98
78858808	3ss	60
78858948	5ss	63
7885967	5ss	110
78865520	3ss	63
78865637	5ss	65
78866529	3ss	65
78866669	5ss	78
7886728	3ss	110
78867507	3ss	78
78867665	5ss	47
7886816	5ss	51
78870951	3ss	87
78871032	5ss	56
78873304	5ss	11
78873643	3ss	56
78878987	3ss	11
78879031	5ss	17
78880656	3ss	17
78880765	5ss	37
7888104	3ss	79
78882147	3ss	37
78882611	3ss	47
78882729	5ss	64
78882978	5ss	13
78885434	3ss	13
7889208	3ss	51
7889388	5ss	128
78896524	3ss	64
78896627	5ss	62
78897290	3ss	62
78897473	5ss	56
78899170	3ss	56
78899280	5ss	44
78908898	5ss	55
78914296	3ss	44
78914401	5ss	58
7891485	3ss	128
7891527	5ss	87
78915435	3ss	55
78915608	5ss	68
78915817	3ss	68
78915906	5ss	127
78919075	3ss	127
78919312	5ss	45
78919467	3ss	58
78919581	5ss	51
78921027	3ss	51
78921151	5ss	37
78923243	3ss	37
78923347	5ss	49
7892840	3ss	87
7893026	5ss	253
78931424	3ss	49
78931530	5ss	47
78933878	3ss	47
78934005	5ss	39
78935194	3ss	39
78935280	5ss	41
78936261	3ss	41
78936377	5ss	45
78936674	3ss	45
78936728	3ss	45
78936788	5ss	59
78936857	5ss	40
78936928	3ss	59
78937019	5ss	50
78938062	3ss	40
78938655	3ss	18
78938667	3ss	32
78938733	5ss	56
78940946	3ss	56
78941015	5ss	63
78944440	3ss	63
78944516	5ss	117
78944885	3ss	117
78945013	5ss	108
78952781	3ss	108
78952824	5ss	62
7895847	3ss	253
7895965	5ss	139
78964715	3ss	62
78964851	5ss	34
78965781	5ss	32
78968381	3ss	32
78968490	5ss	45
78968819	3ss	45
78968906	5ss	16
78969472	3ss	16
78969558	5ss	15
7896977	3ss	139
7897069	5ss	67
78970807	3ss	15
78970872	5ss	35
78971061	3ss	35
78971141	5ss	32
7897178	3ss	67
78972166	3ss	32
7897360	5ss	100
78975402	3ss	34
78975493	5ss	87
78977805	3ss	87
78977884	5ss	70
78979239	5ss	26
78981022	3ss	70
78987139	3ss	26
78987170	5ss	14
7900027	3ss	100
79009108	5ss	21
79027468	3ss	21
79027543	5ss	13
79031681	3ss	13
79031767	5ss	12
79058632	3ss	12
79058693	5ss	27
79059454	3ss	27
79059525	5ss	19
79060243	3ss	19
79060380	5ss	11
7906581	5ss	38
79073728	3ss	11
79073880	5ss	13
79077302	3ss	13
79077523	5ss	29
79077707	3ss	29
79077908	5ss	25
79078314	3ss	25
79078515	5ss	55
79079878	3ss	55
79079946	5ss	42
79080545	3ss	42
79080707	5ss	26
79082275	3ss	26
79082309	5ss	25
79083560	5ss	33
79084202	3ss	33
79084323	5ss	39
79088163	3ss	39
79088315	5ss	10
79088852	3ss	10
79089570	3ss	25
79099995	5ss	26
79100099	3ss	26
7911565	5ss	11
79115977	5ss	10
79117155	3ss	10
7912618	3ss	11
7912807	5ss	10
7913807	3ss	10
7914216	5ss	10
7914883	3ss	10
7915008	5ss	24
79158664	3ss	14
79158771	5ss	44
7916320	3ss	24
79165399	5ss	811
79166387	3ss	44
79166479	5ss	55
7916656	5ss	26
7916912	3ss	75
79170555	3ss	811
79170601	5ss	1403
79172854	3ss	1403
79172921	5ss	2384
79173546	3ss	55
79173705	5ss	51
79176396	3ss	51
79176529	5ss	31
79177309	3ss	104
79177425	5ss	150
79178483	3ss	2430
79178569	5ss	1996
79179611	3ss	1996
79179691	5ss	1821
7917972	3ss	26
7918069	5ss	21
7918159	3ss	21
7918219	5ss	14
79183331	3ss	1821
79183356	5ss	1962
79183826	3ss	1962
79183914	5ss	1243
79184554	3ss	1243
79184655	5ss	1095
79185881	3ss	1095
79185969	5ss	1935
79186179	3ss	31
79186262	5ss	27
79186400	3ss	1935
79186572	5ss	1057
79187162	3ss	1057
79187246	5ss	785
79187988	3ss	27
79188089	5ss	44
79188395	3ss	44
79188586	5ss	47
79189325	3ss	785
79199809	3ss	47
79199898	5ss	55
79202552	3ss	55
79202587	5ss	55
79203974	3ss	55
79204121	5ss	46
79205559	3ss	46
79205702	5ss	14
79207559	3ss	14
79207693	5ss	12
7920901	3ss	14
7920954	5ss	15
79213247	5ss	90
79213368	3ss	90
79213478	5ss	147
79214787	3ss	147
79229220	3ss	12
79229363	5ss	24
7923077	3ss	15
79236748	3ss	24
79236888	5ss	43
79238522	3ss	43
79238662	5ss	29
79239964	3ss	29
79240140	5ss	11
79254426	3ss	11
79254566	5ss	26
79258828	3ss	26
79258971	5ss	23
7926566	3ss	38
7926681	5ss	36
7927163	5ss	16
7927274	3ss	16
7927420	5ss	12
7927858	3ss	12
7927953	5ss	11
7928071	3ss	11
79284667	3ss	23
79284819	5ss	39
79285062	3ss	39
79285208	5ss	29
79290992	3ss	29
79291138	5ss	20
79293872	3ss	20
79294012	5ss	33
79295265	3ss	33
79295405	5ss	35
79296893	3ss	35
79297033	5ss	49
79300880	3ss	49
79301150	5ss	50
79305213	3ss	50
79305297	5ss	77
79308529	3ss	77
79308855	5ss	16
79321888	3ss	16
79322041	5ss	10
79328817	3ss	10
79328995	5ss	40
79331448	5ss	159
79334123	3ss	40
79334239	5ss	41
79335900	3ss	159
79336103	5ss	111
79340103	3ss	41
79340217	5ss	49
79343017	3ss	49
79343154	5ss	10
79345542	3ss	10
79345574	5ss	11
79350249	3ss	11
79350380	5ss	11
79351446	3ss	11
79351608	3ss	111
79351855	5ss	93
79353758	5ss	20
79354029	3ss	93
79354137	5ss	145
79354531	3ss	145
79354613	5ss	169
79355263	3ss	169
79355314	5ss	207
79355526	3ss	207
79355728	5ss	135
79357518	3ss	121
79357655	5ss	121
79359724	3ss	20
79359872	5ss	41
79360056	3ss	41
79361232	3ss	135
79361300	5ss	160
79362451	5ss	21
79363796	3ss	160
79363948	5ss	169
79366129	3ss	169
79366233	5ss	265
79366466	3ss	265
79366573	5ss	316
79366676	3ss	21
79366844	3ss	316
79366866	5ss	39
79367003	5ss	209
79367881	3ss	39
79368101	3ss	209
79368219	5ss	181
79369098	3ss	181
79369150	5ss	255
79369470	5ss	49
79371305	3ss	49
79372678	3ss	255
79372871	5ss	203
79373045	5ss	54
79373329	3ss	54
79373872	3ss	203
79374050	5ss	240
79374744	3ss	240
79374792	5ss	234
79374885	3ss	234
79375081	5ss	305
79375728	3ss	305
79375900	5ss	163
79378229	3ss	163
79378368	5ss	381
79378903	3ss	381
79385299	5ss	47
79385597	3ss	47
79385737	5ss	26
79387362	3ss	26
79387589	5ss	21
79391132	3ss	21
79391245	5ss	41
79393334	3ss	41
79393484	5ss	34
79394592	3ss	34
79394751	5ss	13
79396592	3ss	13
79396760	5ss	33
79398969	3ss	33
79399215	5ss	11
79400528	3ss	11
79400872	5ss	43
79402958	3ss	43
79403118	5ss	28
79403542	3ss	28
79403689	5ss	27
79410029	3ss	27
79410234	5ss	56
79417959	3ss	56
79418115	5ss	76
79420875	3ss	76
79421075	5ss	42
79428575	3ss	42
79428762	5ss	23
79429885	3ss	23
79430160	5ss	40
79432428	3ss	40
79432660	5ss	62
79434546	3ss	62
79434706	5ss	22
79436953	3ss	22
79437167	5ss	33
79440485	3ss	33
79440635	5ss	33
79442677	3ss	33
79442784	5ss	39
79443803	3ss	39
79443962	5ss	64
794458	5ss	88
79447695	3ss	64
79447811	5ss	40
79455603	3ss	40
79455769	5ss	28
79458149	3ss	28
79458354	5ss	12
79460448	3ss	12
79460594	5ss	44
79461685	3ss	44
79473013	5ss	29
79475590	3ss	29
79475642	5ss	46
79485174	5ss	16
7949179	3ss	36
7949353	5ss	52
79494334	3ss	46
79494421	5ss	64
79500181	3ss	64
79500275	5ss	61
79503331	3ss	61
79503444	5ss	69
79507414	3ss	69
79507504	5ss	28
79510593	3ss	16
79510770	5ss	29
79512698	3ss	28
79512777	5ss	53
79513977	3ss	29
79516535	3ss	53
79516591	5ss	55
79516948	3ss	55
79517041	5ss	40
79518473	3ss	40
79518568	5ss	24
79522664	3ss	24
79522722	5ss	13
79525431	3ss	13
79525553	5ss	24
79531210	3ss	24
7955119	3ss	52
7955412	5ss	56
79588098	5ss	35
79590798	3ss	35
79590914	5ss	23
79598702	3ss	23
79598843	5ss	18
79601457	3ss	18
79601608	5ss	12
79603759	5ss	344
79606099	3ss	344
79606347	5ss	432
79606883	3ss	12
79609642	3ss	12
79609741	5ss	19
79610649	3ss	19
79610748	5ss	18
79614320	3ss	420
79627456	3ss	18
79633930	5ss	94
79634759	3ss	94
79634892	5ss	84
79637255	3ss	84
79637483	5ss	81
79638774	3ss	81
79638856	5ss	76
79639106	3ss	76
79639185	5ss	91
79639525	3ss	91
796419	3ss	88
79651133	5ss	129
79652635	3ss	129
79652719	5ss	173
79653342	3ss	173
79653417	5ss	230
79654033	3ss	230
79654125	5ss	295
79655734	3ss	295
79655857	5ss	185
79657212	3ss	185
79657264	5ss	187
79657704	3ss	187
79657772	5ss	161
79658477	3ss	161
79658601	5ss	235
79660533	3ss	235
79660611	5ss	178
79660684	3ss	178
79660782	5ss	161
79660900	3ss	161
79660995	5ss	135
79661845	3ss	135
79661883	5ss	122
79661954	3ss	122
79662097	5ss	175
79662194	3ss	175
79662253	5ss	165
79662816	3ss	165
79663029	5ss	106
796631	5ss	93
79663387	3ss	106
79663559	5ss	168
79663637	3ss	168
79663777	5ss	173
79663854	3ss	173
79664028	5ss	163
79667497	3ss	163
79667630	5ss	197
79667725	3ss	197
79667844	5ss	215
79668075	3ss	215
79668161	5ss	169
79668538	3ss	169
79670605	5ss	154
79671274	3ss	154
79671460	5ss	195
79671663	3ss	195
79671746	5ss	232
79673936	3ss	232
79674070	5ss	242
79674154	3ss	242
79679549	5ss	87
79679751	5ss	15
79681983	3ss	87
79682102	5ss	83
79682508	3ss	83
79682622	5ss	93
79682723	3ss	93
79682771	5ss	104
79683039	3ss	104
79683080	5ss	81
79683842	3ss	81
79683885	5ss	98
79684032	3ss	98
79684102	5ss	112
79684429	3ss	112
79684521	5ss	97
79684814	3ss	97
79684891	5ss	169
79685788	3ss	15
79686861	3ss	169
79686917	5ss	165
79687006	3ss	165
7968953	5ss	47
79693331	5ss	13
79697875	5ss	33
79703972	5ss	31
79729928	3ss	31
79730036	5ss	66
79732575	3ss	66
79734826	5ss	65
79735755	3ss	65
79735851	5ss	79
79738942	3ss	79
79739103	5ss	69
79741082	3ss	69
79741224	5ss	99
79743845	3ss	99
79744223	5ss	57
79745410	3ss	57
79745532	5ss	89
79746250	3ss	89
7974640	3ss	47
79746405	5ss	99
79747191	3ss	33
79747282	3ss	13
79747304	3ss	99
79747309	5ss	68
79747399	5ss	19
79747528	5ss	160
7974781	5ss	26
7974948	3ss	26
7975014	5ss	19
797505	5ss	464
7975145	3ss	19
79751511	3ss	160
79751593	5ss	107
79752280	3ss	107
79752384	5ss	83
7975258	5ss	30
79752764	3ss	83
79752911	5ss	94
7975338	3ss	30
7975457	5ss	40
79754736	3ss	68
79754841	5ss	94
79755233	3ss	94
79755313	5ss	117
7975581	3ss	40
7975688	5ss	51
7975865	3ss	51
7976044	5ss	89
7976135	3ss	89
7976215	5ss	62
7976321	3ss	62
79763539	3ss	94
79763681	5ss	59
79764594	5ss	41
7976463	5ss	89
79766082	3ss	59
79766203	5ss	30
79768342	3ss	30
79768423	5ss	48
79768580	3ss	117
79768742	5ss	75
79769573	3ss	75
79769678	5ss	90
7977034	3ss	89
79770482	3ss	90
79770649	5ss	69
7977079	5ss	37
7977182	3ss	37
79772078	3ss	48
79772210	5ss	63
79773038	3ss	69
79780738	3ss	63
79780841	5ss	79
79782543	3ss	79
79782622	5ss	98
79786711	3ss	98
79786874	5ss	75
79791937	3ss	75
79792214	5ss	23
79792720	5ss	45
79793004	3ss	23
79793102	5ss	76
79793662	5ss	7209
79793768	3ss	76
79793952	5ss	42
79795110	3ss	7209
79795175	5ss	13230
