C2_pos	ss	C2_reads
71266585	3ss	15
71269419	3ss	44
7126963	3ss	524
7127049	5ss	1005
7127132	3ss	1005
7127194	5ss	617
7127287	3ss	617
7127388	5ss	356
7127465	3ss	356
7127562	5ss	521
7127640	3ss	521
71276707	5ss	36
7127712	5ss	543
7127799	3ss	528
7127803	3ss	15
7127871	5ss	177
7127961	3ss	177
7128033	5ss	255
7128128	3ss	255
7128203	5ss	474
7128236	5ss	22
7128276	3ss	474
71289117	3ss	36
71289269	5ss	74
71295842	5ss	26
71297632	3ss	26
71297716	5ss	145
71297871	3ss	145
71297969	5ss	92
71298318	3ss	74
71298816	3ss	92
71298957	5ss	59
71299771	3ss	59
71299881	5ss	84
71300612	3ss	84
71300724	5ss	74
71302685	3ss	74
71302772	5ss	52
71303734	3ss	52
71303831	5ss	54
71304688	3ss	54
71304766	5ss	48
71305448	3ss	48
713464	5ss	89
71357884	5ss	225
71360028	3ss	225
71360706	5ss	175
71361078	3ss	175
71361235	5ss	314
71361756	3ss	314
71361927	5ss	328
71365620	3ss	328
71365761	5ss	327
71366925	3ss	327
71366992	5ss	305
71368362	3ss	305
71368499	5ss	484
7137047	3ss	14
71371558	3ss	484
71371668	5ss	532
7137192	5ss	16
71375129	3ss	532
71375236	5ss	508
71376353	3ss	508
71376583	5ss	195
71376996	3ss	195
71377844	5ss	53
71391303	5ss	17
71391465	3ss	17
71391595	5ss	13
71392546	3ss	13
71401678	5ss	177
71403542	5ss	37
71406311	3ss	124
71406384	5ss	233
71411525	3ss	37
71411626	5ss	11
71413840	5ss	56
71416635	3ss	286
71416754	5ss	161
71417218	3ss	161
71428943	3ss	56
71429048	5ss	26
71434915	3ss	26
71434960	5ss	17
71435738	3ss	17
71435827	5ss	40
71442081	3ss	53
71442214	5ss	139
71443659	3ss	40
71455416	5ss	10
71462458	3ss	10
71464683	3ss	139
71464768	5ss	105
71476441	5ss	33
71478209	3ss	33
71478266	5ss	41
71479570	3ss	11
71479652	5ss	24
71479702	3ss	41
71479919	5ss	33
71482441	3ss	24
71482581	5ss	26
71483053	3ss	105
71483128	5ss	115
71485726	3ss	33
71485879	5ss	34
71489693	3ss	26
71489917	3ss	34
71489949	5ss	10
71492834	3ss	10
71493599	5ss	17
71495417	3ss	17
71495508	5ss	16
71499628	5ss	10
71500146	3ss	16
71500255	5ss	36
71500648	3ss	36
71500753	5ss	14
71500911	3ss	10
71501392	3ss	12
71501472	5ss	20
71502782	3ss	14
71508360	3ss	123
71508440	5ss	110
71512000	5ss	12
71513681	3ss	12
71513822	5ss	23
71514524	3ss	23
71514701	5ss	28
71517369	3ss	28
71517477	5ss	27
71518600	3ss	27
71518729	5ss	31
71522221	3ss	31
71522279	5ss	28
71524226	3ss	28
71524441	5ss	20
71540262	3ss	20
71540515	5ss	29
71542906	3ss	29
7154585	3ss	16
71546644	3ss	110
71546731	5ss	199
7154689	5ss	15
7154843	3ss	15
7154903	5ss	14
71555147	5ss	16
71555909	3ss	16
71556059	5ss	24
71558995	5ss	104
71559005	5ss	25
7155915	5ss	91
7156089	3ss	91
7156149	5ss	138
71562243	3ss	199
71562367	5ss	130
7156237	3ss	138
7156317	5ss	150
71566562	3ss	130
71566733	5ss	115
71567625	3ss	115
71567932	5ss	80
71568707	3ss	24
71568937	5ss	32
71569903	3ss	80
71570112	3ss	32
71570386	5ss	25
71571011	5ss	13
71571952	3ss	25
71572157	5ss	22
71575321	3ss	22
71575763	5ss	44
71575883	3ss	129
71576169	3ss	44
71576309	5ss	48
71576512	3ss	48
71577401	5ss	168
7157902	3ss	150
7158122	5ss	97
71582849	3ss	168
71582910	5ss	292
71590283	3ss	292
71590321	5ss	316
71591084	3ss	316
71591382	5ss	220
71592559	3ss	220
71592836	5ss	156
71595512	3ss	156
71595658	5ss	135
71597013	3ss	135
71597135	5ss	104
7160176	3ss	97
7160357	5ss	244
7160604	3ss	14
71607352	3ss	104
71607410	5ss	135
71607643	3ss	135
71607695	5ss	148
71615753	3ss	14
71615853	5ss	22
71616336	5ss	19
71617999	3ss	19
71618091	5ss	21
7161907	3ss	244
7162002	5ss	195
71620524	3ss	22
71620775	5ss	20
7162145	3ss	195
71622377	3ss	20
71622439	3ss	21
7162245	5ss	131
71622568	5ss	29
71623271	3ss	134
71623321	5ss	107
71625831	3ss	107
71625902	5ss	134
71626689	3ss	134
71626775	5ss	151
71627085	3ss	29
71627242	3ss	151
71627310	5ss	131
71627608	3ss	131
71627648	5ss	61
71628236	3ss	13
71628409	5ss	122
7162890	3ss	131
71629086	3ss	61
71629217	5ss	79
71629269	3ss	122
71629386	5ss	38
71630192	3ss	38
71630293	5ss	87
71631000	3ss	79
71631128	5ss	174
71631712	5ss	24
71632731	3ss	174
71632772	5ss	106
71633258	3ss	106
71633392	5ss	135
71634255	3ss	87
71634378	5ss	94
71634449	3ss	24
71635252	3ss	135
71635377	5ss	192
71638863	5ss	10
71639228	3ss	94
71639289	5ss	77
71640885	3ss	77
71640950	5ss	100
71644086	3ss	100
71644155	5ss	89
71645732	3ss	192
71645769	5ss	172
7164647	5ss	21
71648468	3ss	10
71648581	5ss	18
71648808	3ss	89
71648900	5ss	103
71649944	3ss	172
71650513	3ss	103
71650596	5ss	85
71650863	5ss	49
71651168	5ss	137
71651780	3ss	137
71651845	5ss	131
7165238	3ss	22
7165357	5ss	21
71653590	3ss	131
71654030	3ss	18
71654523	3ss	85
71654544	5ss	125
71654690	5ss	51
71655212	3ss	51
71655309	5ss	38
71655677	3ss	125
71655781	5ss	112
71658457	3ss	112
71658558	5ss	155
71659502	3ss	38
71659621	5ss	73
71660295	3ss	155
71660413	5ss	314
71660512	3ss	73
71660611	5ss	40
71661301	3ss	49
71661398	5ss	111
71661872	3ss	314
71665858	3ss	40
71665922	5ss	42
71668056	3ss	111
71668176	5ss	87
71668310	5ss	22
71668673	3ss	42
71668700	5ss	32
71670065	3ss	32
71670133	5ss	63
71671796	3ss	22
71671937	5ss	43
71672233	3ss	63
71679854	3ss	87
71679951	5ss	82
7168181	5ss	21
71687528	3ss	82
7169056	3ss	21
7169221	5ss	41
71693807	3ss	43
71693961	5ss	32
7169779	3ss	41
7169798	3ss	21
71698050	3ss	32
71698157	5ss	56
7169890	5ss	44
7169986	5ss	81
71701643	3ss	56
71701763	5ss	69
7170194	3ss	81
7170257	3ss	21
7170346	5ss	16
7170371	5ss	100
71705765	3ss	69
71705898	5ss	37
71706496	3ss	37
71706597	5ss	51
71707241	3ss	51
7171571	3ss	100
7171696	5ss	60
7172404	3ss	60
7172603	5ss	58
7173121	3ss	58
7173274	5ss	80
71736281	5ss	57
71736400	3ss	57
7173822	3ss	80
7173937	5ss	54
7174343	3ss	54
7174421	5ss	91
7174553	3ss	44
7174947	3ss	91
7175075	5ss	65
7175629	5ss	11
7175760	3ss	65
7175834	5ss	54
71766687	5ss	209
71768267	5ss	13
71768459	3ss	13
7176888	3ss	57
7177006	5ss	174
7177159	3ss	54
7177390	3ss	11
71789348	5ss	94
71791931	5ss	14
7179760	3ss	16
71799343	3ss	14
71799426	5ss	19
71800003	3ss	15
71800075	3ss	19
71800120	5ss	11
71804747	5ss	18
71805994	3ss	18
71806142	5ss	14
71806425	3ss	14
71812756	5ss	32
7181357	3ss	174
7181479	5ss	54
71816344	5ss	110
7182103	3ss	54
71822380	3ss	110
71822442	5ss	64
71822541	3ss	64
71822638	5ss	107
7182315	5ss	146
718236	5ss	81
71825249	3ss	107
71825322	5ss	109
71825406	3ss	109
71825511	5ss	46
71825611	3ss	46
71827464	3ss	299
71827517	5ss	315
71831255	3ss	315
71831379	5ss	362
71833173	3ss	362
71833275	5ss	493
71834072	5ss	23
718353	3ss	81
71835356	3ss	32
71835586	5ss	38
71835741	5ss	24
71835803	3ss	493
71836412	5ss	303
71840220	3ss	303
71840323	5ss	544
71840870	3ss	24
71840938	3ss	544
71841003	5ss	19
71841091	5ss	497
718411	5ss	135
71842681	3ss	497
71842789	5ss	782
71842897	3ss	782
71843030	5ss	973
71844100	3ss	973
71844166	5ss	655
71844845	3ss	19
71844998	3ss	655
71845148	5ss	501
718488	3ss	125
71849355	3ss	501
71849463	5ss	470
71849816	3ss	38
71849922	5ss	82
71850944	3ss	470
71851154	5ss	802
71851334	5ss	22
71851513	3ss	104
71851710	5ss	44
71851865	3ss	802
71852052	5ss	419
71852794	3ss	419
71852889	5ss	457
71853491	3ss	44
71853601	5ss	106
71853626	3ss	457
71853705	5ss	487
71854853	3ss	487
71855063	5ss	727
71855410	3ss	106
71855509	5ss	40
718569	5ss	160
71859643	5ss	72
71859964	3ss	40
71860053	5ss	55
71861606	3ss	727
71861706	5ss	809
71862928	3ss	809
71863140	5ss	833
71863784	3ss	72
71863899	5ss	81
71864291	3ss	799
71864401	5ss	477
718656	3ss	170
71865951	3ss	487
71866280	5ss	728
7186680	5ss	10
71867731	3ss	752
71867816	5ss	727
7186792	3ss	10
71868789	3ss	55
71868963	5ss	62
71869125	3ss	727
7186964	5ss	10
718699	5ss	142
7187057	3ss	10
71871274	3ss	62
7187181	5ss	12
7187293	3ss	12
7187408	5ss	12
7187536	3ss	12
7187667	3ss	146
7187756	5ss	111
71880007	5ss	62
71881913	3ss	62
71881974	5ss	95
71883527	3ss	95
71888084	3ss	81
71888277	5ss	135
71889276	3ss	135
71889423	5ss	216
71891533	3ss	216
71891648	5ss	83
7189227	5ss	26
71892382	3ss	83
71892472	5ss	59
7189392	3ss	111
71895069	3ss	59
7189555	5ss	141
7189745	3ss	26
71898394	3ss	23
71898465	5ss	18
71918186	3ss	18
71918257	5ss	22
71928895	3ss	22
71928966	5ss	16
71929492	5ss	442
71936210	5ss	34
71939234	3ss	34
71939297	5ss	44
71939392	3ss	44
71939542	5ss	97
71939771	3ss	97
71939891	5ss	62
71940134	3ss	62
71940274	5ss	86
71940509	3ss	86
71940602	5ss	88
71940707	3ss	88
71940796	5ss	90
71940968	3ss	90
71941063	5ss	57
71941165	3ss	57
71941315	5ss	69
71941406	3ss	69
71941512	5ss	88
71941840	3ss	88
71941942	5ss	58
71942037	3ss	58
71942233	5ss	52
71942542	3ss	52
71942659	5ss	86
71943284	3ss	86
71943380	5ss	68
71943670	3ss	68
71943808	5ss	52
71943919	3ss	52
71944018	5ss	132
71944119	3ss	132
71944207	5ss	127
71944485	3ss	127
71944566	5ss	87
71944699	3ss	87
71944788	5ss	158
71945325	3ss	158
71945438	5ss	117
71945571	3ss	117
71945659	5ss	111
71946160	3ss	111
71946247	5ss	107
71946340	3ss	107
71946495	5ss	89
71946719	3ss	89
71946797	5ss	66
71946853	3ss	16
71946890	3ss	66
71947030	5ss	79
71947068	5ss	32
71948168	3ss	79
71948840	5ss	29
71949086	3ss	29
71949219	5ss	54
71949307	3ss	54
71949529	3ss	442
71949631	5ss	600
71950365	3ss	600
71950399	3ss	32
71950470	5ss	32
71950545	5ss	335
71950950	3ss	335
71951037	5ss	589
71953366	3ss	32
71953434	5ss	18
71954642	3ss	589
71954725	5ss	560
71955246	3ss	560
719553	3ss	142
71955356	5ss	435
71955561	3ss	18
71955632	5ss	18
71956377	3ss	435
71956583	5ss	1012
71957191	3ss	993
71957283	5ss	389
71958672	3ss	397
71958676	3ss	11
71958720	5ss	541
71960184	3ss	18
71960255	5ss	21
71960412	3ss	21
71960480	5ss	19
719606	5ss	141
71960621	3ss	19
71960692	5ss	13
71961517	3ss	541
71965294	3ss	13
71965359	5ss	24
71966630	3ss	24
71966701	5ss	17
71971705	3ss	17
71974203	5ss	31
71976236	3ss	31
71976319	5ss	39
71977427	3ss	39
71979562	5ss	26
71996029	3ss	26
71996087	5ss	20
72003082	5ss	19
72003236	3ss	19
72003314	5ss	31
72006020	3ss	31
72006098	5ss	20
72006198	3ss	20
720062	3ss	66
72006264	5ss	32
72006375	3ss	32
72006520	5ss	10
72011089	3ss	10
720123	3ss	141
720175	5ss	126
720223	5ss	34
720249	3ss	114
720266	3ss	12
720357	5ss	249
72042684	5ss	24
720456	3ss	249
72045949	3ss	24
72046161	5ss	65
72048372	3ss	65
72048571	5ss	117
72050923	3ss	117
72051005	5ss	37
72054288	3ss	20
72055023	3ss	37
72055210	5ss	58
720557	5ss	96
72056087	5ss	35
72056261	3ss	58
72056374	5ss	67
72057064	3ss	67
72057217	5ss	63
72057373	3ss	63
72057532	5ss	94
72058044	3ss	94
72058360	5ss	14
720597	3ss	34
720675	3ss	84
72067983	3ss	14
72068178	5ss	35
72070469	3ss	35
720746	5ss	63
720773	5ss	83
720774	3ss	12
72080590	5ss	113
720830	3ss	63
72083371	3ss	113
72083484	5ss	70
72085474	3ss	35
72085604	5ss	33
720892	3ss	83
72090142	5ss	10
72090216	3ss	70
72090353	5ss	111
72090429	3ss	10
72090530	5ss	23
72090765	3ss	33
720909	5ss	64
72090953	5ss	35
72091060	3ss	111
72091291	3ss	23
72091314	5ss	86
72091365	5ss	20
72092153	3ss	20
72092680	3ss	86
72092889	5ss	131
72094612	3ss	131
721000	5ss	86
721064	3ss	64
721083	3ss	86
7211037	3ss	141
7211071	5ss	983
7211181	5ss	108
72112579	5ss	28
7211432	5ss	106
72117052	3ss	35
72117226	5ss	52
7211806	3ss	108
7211894	5ss	10
7211942	5ss	91
721203	5ss	129
721206	5ss	51
72125050	3ss	52
72125153	5ss	52
72127950	5ss	110
72128027	3ss	52
72128184	5ss	41
721285	3ss	51
7212934	3ss	1099
72130038	3ss	110
72130379	5ss	185
72130721	3ss	185
72130908	5ss	203
7213119	5ss	1583
72131576	3ss	203
72131680	5ss	111
72132544	3ss	111
72132691	5ss	144
72132826	3ss	144
72132944	5ss	177
72133103	3ss	177
72133179	5ss	195
72133631	3ss	195
72133786	5ss	146
72134335	3ss	146
72134496	5ss	133
72134985	3ss	133
72135092	5ss	242
721352	5ss	79
72135399	3ss	242
72135511	5ss	315
72136973	3ss	315
72137110	5ss	250
72137501	3ss	250
72137687	5ss	120
72137836	3ss	41
72137845	3ss	120
72138030	5ss	151
72138385	3ss	151
72138409	5ss	34
72138525	5ss	196
72138926	3ss	196
72139036	5ss	117
72139065	3ss	34
72139131	3ss	117
72139247	5ss	113
72139339	5ss	17
72139416	3ss	113
72139523	5ss	152
72139904	3ss	152
72140016	5ss	93
72141239	3ss	93
72141447	5ss	106
72141544	3ss	106
72141698	5ss	97
72142126	3ss	97
72142281	5ss	144
72142372	3ss	144
72142506	5ss	97
72142699	3ss	97
72142824	5ss	175
72143314	3ss	175
7214337	3ss	1583
72143409	5ss	198
72144078	5ss	351
72144212	3ss	379
72144325	5ss	234
7214441	5ss	2830
72144855	3ss	198
72144976	5ss	88
72146312	3ss	88
7214669	3ss	2830
72147071	3ss	234
72147146	5ss	326
7214800	5ss	3065
7214897	3ss	3065
72149068	5ss	209
7214970	5ss	2881
7215141	3ss	2881
72151601	3ss	326
72151750	5ss	321
72152079	3ss	17
72152348	5ss	38
721565	3ss	79
72157635	3ss	321
72157741	5ss	191
72161423	3ss	191
72161556	5ss	215
72163580	3ss	209
72163639	5ss	214
72163666	5ss	37
72164302	5ss	422
72164372	3ss	214
72164479	5ss	293
72165698	3ss	38
72165844	5ss	16
72167117	3ss	24
72167172	3ss	13
72167268	5ss	142
72167739	3ss	293
72167802	5ss	360
72168466	3ss	215
72168547	5ss	277
72168564	3ss	142
72168707	5ss	151
72169098	3ss	16
721691	5ss	52
72169222	5ss	20
721697	3ss	129
72171442	3ss	277
72171564	5ss	273
72171939	3ss	20
72172057	5ss	17
72173055	3ss	273
72173084	3ss	151
72173173	5ss	336
72173246	5ss	102
72175811	3ss	360
72175865	5ss	456
72175939	3ss	17
72176075	3ss	102
72176163	5ss	70
72176350	3ss	456
72176381	5ss	57
72176438	5ss	553
72178048	3ss	70
721781	5ss	82
72178248	5ss	98
72178294	3ss	336
72178354	5ss	408
72178891	3ss	408
72179059	5ss	482
72179311	3ss	553
72179670	3ss	422
72179683	3ss	98
72179767	5ss	126
72179855	5ss	464
72180794	3ss	126
72180954	5ss	68
72181472	3ss	464
72182897	3ss	482
72183049	5ss	386
72183463	3ss	68
72183627	5ss	101
72183905	3ss	386
72184130	5ss	335
72185613	3ss	335
72185734	3ss	101
72185784	5ss	254
72185875	5ss	86
721860	3ss	82
72186184	3ss	86
72186331	5ss	169
72187234	3ss	169
72187637	3ss	254
72187723	5ss	359
72188966	3ss	359
72189073	5ss	523
72189204	3ss	523
72189362	5ss	242
72189443	3ss	242
72189530	5ss	341
721903	3ss	52
72190364	3ss	57
72190603	5ss	58
72191387	3ss	58
72191552	5ss	51
72192285	3ss	341
72192383	5ss	579
72192883	3ss	579
72192978	5ss	534
72195833	3ss	534
72195908	5ss	288
72196772	3ss	51
72196801	3ss	288
72196900	5ss	312
72197018	5ss	42
721991	5ss	42
72199536	3ss	312
72199610	5ss	402
72199849	5ss	298
72199884	5ss	2603
72200057	3ss	2901
72200097	5ss	4450
722002	5ss	121
72200269	3ss	4450
72200329	5ss	7080
72200383	3ss	42
72200529	5ss	13
72201130	3ss	402
72201272	5ss	381
72201994	3ss	13
72202108	5ss	10
72204536	3ss	381
72204958	3ss	10
72205042	5ss	10
72205326	3ss	7080
72205448	5ss	6285
72205735	3ss	10
72205943	3ss	6285
722084	3ss	121
722091	3ss	42
722165	5ss	45
722181	5ss	89
7222451	5ss	90
722254	3ss	89
72233591	5ss	45
722384	5ss	85
722401	3ss	45
722489	3ss	85
722549	5ss	59
722566	5ss	113
72265173	5ss	10
72265850	3ss	45
72265948	5ss	80
72266709	3ss	80
72266783	5ss	120
7226700	3ss	91
722673	3ss	59
7226889	5ss	62
722703	3ss	113
72274249	3ss	120
72274387	5ss	80
72278591	3ss	80
72278801	5ss	77
722805	5ss	96
722825	5ss	216
72286446	5ss	33
72286539	3ss	33
72287002	3ss	77
72287104	5ss	154
72288466	3ss	154
72288663	5ss	167
72289727	3ss	167
72289855	5ss	80
72290457	3ss	80
72290560	5ss	118
72291627	3ss	118
72291721	5ss	144
7229230	3ss	62
722928	3ss	216
72300362	5ss	318
72300802	3ss	144
72300918	5ss	105
72301272	3ss	54
72301393	5ss	133
72302182	3ss	397
72302378	5ss	217
72304344	3ss	205
72304508	5ss	216
72307156	3ss	228
72307606	3ss	105
72307706	5ss	127
72311478	3ss	127
72311577	5ss	172
72312231	3ss	172
72312328	5ss	80
723130	5ss	127
72314511	3ss	80
72314627	5ss	44
72315148	3ss	44
72315234	5ss	86
72316260	5ss	13
72316763	3ss	86
72316905	3ss	13
72317018	5ss	11
72319212	3ss	11
72319386	5ss	10
7232140	5ss	77
723241	3ss	96
72332161	3ss	10
723353	5ss	61
72342923	3ss	10
72347233	5ss	34
72347662	5ss	12
723480	3ss	127
72348159	3ss	34
72350376	5ss	44
72350456	5ss	51
72351892	3ss	44
72351934	5ss	43
72352020	3ss	15
72352122	5ss	73
72352964	3ss	12
72354260	3ss	43
72354351	5ss	84
72359668	3ss	84
72359771	5ss	56
72361166	3ss	109
72361292	5ss	176
72361472	3ss	176
72361649	5ss	84
72364477	3ss	56
72370680	5ss	13
72373165	3ss	13
72378652	5ss	17
72383416	3ss	17
72383580	5ss	18
72383615	3ss	29
72383895	3ss	18
72384365	5ss	11
72396800	3ss	66
72397015	5ss	156
72397340	3ss	156
72397501	5ss	65
72398923	3ss	65
72399003	5ss	79
72400478	3ss	79
72400649	5ss	107
7240671	3ss	21
72409129	3ss	107
72409220	5ss	97
72409875	3ss	97
72409948	5ss	92
72410386	3ss	92
72410507	5ss	10
72410953	3ss	10
72414061	5ss	66
72416125	3ss	66
72416247	5ss	53
72416676	3ss	53
72425971	5ss	13
72428280	5ss	134
72428662	5ss	10
72429510	3ss	13
72429606	5ss	18
72432721	3ss	18
7243539	5ss	12
72435884	3ss	144
72436966	5ss	209
72439957	3ss	209
72440051	5ss	225
724419	3ss	98
72442988	3ss	225
724457	5ss	119
7246657	3ss	56
724724	3ss	61
7247454	5ss	78
724759	3ss	119
724829	5ss	63
7248744	3ss	78
724899	5ss	203
72493458	5ss	13
7252027	3ss	12
7252148	5ss	15
7254673	3ss	31
725728	3ss	63
72575882	5ss	45
72576567	3ss	45
72576636	5ss	72
725847	5ss	85
72589153	3ss	13
72589319	5ss	14
72592992	3ss	14
72593075	5ss	18
72601874	3ss	18
72601994	5ss	23
72604230	3ss	72
72604395	5ss	64
726098	3ss	85
72610900	3ss	64
72610967	5ss	54
72613819	5ss	29
72614465	3ss	54
72614489	3ss	29
72614612	5ss	73
72614672	5ss	412
72616152	3ss	412
72616180	5ss	505
726170	5ss	108
72617371	3ss	73
72617447	5ss	94
72617463	3ss	505
72617504	5ss	406
72618603	3ss	406
72618644	5ss	286
726189	3ss	26
72619128	3ss	94
72619256	5ss	106
72619423	3ss	286
72619498	5ss	32
72620192	3ss	32
72628102	3ss	106
72628190	5ss	123
726287	5ss	50
72629549	3ss	123
72629654	5ss	107
726304	3ss	108
72630805	3ss	107
72630903	5ss	103
72631594	3ss	103
72631743	5ss	57
72632470	3ss	23
72633108	3ss	57
72633346	5ss	117
72635159	3ss	117
72635305	5ss	175
72636298	3ss	175
72636418	5ss	78
72636952	3ss	78
726484	5ss	106
726619	3ss	106
726751	5ss	83
7267929	3ss	15
726901	3ss	83
72699232	5ss	22
727088	5ss	12
72733504	5ss	13
72736907	3ss	13
72737017	5ss	15
72738393	3ss	15
72738434	5ss	26
72739268	3ss	26
72739334	5ss	21
7273934	3ss	59
72739427	3ss	21
72739479	5ss	11
72740447	3ss	11
72740512	5ss	24
72741012	3ss	24
72741068	5ss	22
72741147	3ss	22
72741223	5ss	13
72741445	3ss	13
7274170	5ss	108
72745426	5ss	414
727461	3ss	227
72747232	3ss	22
727564	3ss	12
727578	5ss	218
72758151	3ss	414
72758312	5ss	633
72759506	3ss	633
72759659	5ss	1103
72763075	3ss	1103
72763115	5ss	1215
72764286	3ss	1215
72764375	5ss	1769
72764607	3ss	1769
72767355	5ss	152
727694	5ss	20
72772716	5ss	25
72773403	3ss	25
72773514	5ss	19
7277886	3ss	108
72781621	3ss	19
72781742	5ss	28
72784928	3ss	28
72785009	5ss	45
7278553	5ss	80
72786339	3ss	45
72786435	5ss	30
72787095	3ss	30
72787175	5ss	36
72791151	3ss	36
72791250	5ss	41
72791663	3ss	41
72791771	5ss	43
72794383	5ss	2197
72794624	5ss	89
72794959	3ss	2286
72795027	5ss	2186
72798313	3ss	2186
72798426	5ss	3103
72798741	3ss	3103
72798942	5ss	2071
72800172	3ss	2071
72800228	5ss	2166
72801017	3ss	2166
72810408	3ss	152
72810475	5ss	246
72815889	3ss	43
72815982	5ss	42
7283155	3ss	80
72832066	3ss	42
7283308	5ss	104
72837161	3ss	246
72837305	5ss	277
72847612	3ss	277
72847704	5ss	134
72848193	3ss	134
72848248	5ss	154
72853824	3ss	154
72853890	5ss	138
72855735	3ss	138
72855841	5ss	111
7285620	3ss	104
7285742	5ss	65
72858904	3ss	111
72858946	5ss	139
72859447	3ss	139
72859518	5ss	145
7286169	3ss	65
72861737	5ss	49
72862518	3ss	145
72862648	5ss	212
72863087	3ss	49
72863259	5ss	156
7286364	5ss	114
72864060	3ss	156
72864152	5ss	101
72864245	3ss	101
72864429	5ss	97
72864449	3ss	212
72864506	5ss	190
72865322	3ss	97
72865500	5ss	75
72866411	3ss	75
72866536	5ss	91
72866960	5ss	14
72868314	3ss	91
72868449	5ss	67
728720	3ss	218
72872777	3ss	67
72872861	5ss	92
72873072	3ss	190
72873332	5ss	172
72873681	3ss	92
72873830	5ss	169
72874179	5ss	102
72874416	3ss	172
72874528	5ss	211
72874576	3ss	169
72874677	5ss	76
72874842	3ss	76
72874975	5ss	50
72875142	3ss	50
72875200	5ss	49
72875549	3ss	211
72875702	3ss	49
72879220	3ss	102
7287923	3ss	114
72879361	5ss	135
7288131	5ss	166
728816	5ss	261
72882839	3ss	135
72882891	5ss	132
7288400	3ss	166
7288549	5ss	60
7288802	3ss	60
7288987	5ss	89
72892226	3ss	132
72892388	5ss	148
72893278	3ss	14
72893407	3ss	148
72893415	5ss	17
72893541	5ss	187
7289425	3ss	89
72895675	3ss	187
72895815	5ss	164
7289706	5ss	81
72897338	3ss	164
72897499	5ss	195
72901116	3ss	195
72901187	5ss	199
7290551	3ss	81
7290663	5ss	184
72912882	3ss	199
72913137	5ss	202
72914962	3ss	202
72915116	5ss	82
72920163	3ss	82
72920276	5ss	106
72929658	3ss	106
72929752	5ss	130
72930362	3ss	130
72930494	5ss	71
72933430	3ss	71
72933603	5ss	114
72933710	3ss	114
72933879	5ss	73
72936071	3ss	17
72936136	5ss	13
7293838	3ss	184
72938399	3ss	73
72938522	5ss	147
72938937	3ss	147
72939059	5ss	136
7294000	5ss	190
7294682	3ss	190
7294735	5ss	114
7295465	3ss	114
72955945	3ss	13
72956010	5ss	17
7295622	5ss	57
72956633	3ss	17
7295759	3ss	57
72957710	5ss	18
72959060	3ss	136
7295907	5ss	88
72959185	5ss	119
72961521	3ss	60
72961565	5ss	45
72961982	3ss	104
72962077	5ss	169
72962529	3ss	169
72962633	5ss	71
72962835	3ss	71
72962954	5ss	59
72965030	3ss	59
72965209	5ss	118
72965292	3ss	118
72965387	5ss	175
72967107	3ss	175
72969322	5ss	12
72971355	3ss	18
72978592	5ss	10
72984217	5ss	24
72987518	3ss	10
72987569	5ss	29
72995599	3ss	24
72995711	5ss	36
72997436	3ss	36
72997584	5ss	36
72998159	3ss	36
72998323	5ss	29
72999278	3ss	29
73002041	3ss	29
73002120	5ss	31
73004500	5ss	13
73004585	3ss	31
73004648	5ss	47
730051	3ss	89
73006380	3ss	13
73007632	3ss	47
73007743	5ss	45
73008967	5ss	239
73009119	3ss	45
73009191	5ss	82
73012671	3ss	12
73012818	5ss	10
73013173	3ss	239
73013209	5ss	135
73014888	3ss	10
73014985	5ss	12
73015135	3ss	82
73015188	5ss	104
73015424	3ss	12
73015531	5ss	12
7301568	3ss	88
73015795	3ss	135
73015854	5ss	184
73016408	3ss	184
73016490	5ss	225
73016583	3ss	225
73016752	5ss	227
73016869	3ss	104
73016870	5ss	13
73016996	5ss	114
73017016	3ss	227
7301794	5ss	138
730194	5ss	10
73020281	3ss	114
73020335	5ss	117
7302119	3ss	138
73021957	3ss	117
73022025	5ss	54
7302289	5ss	61
73023646	3ss	54
73023798	5ss	63
73023896	3ss	63
73024067	5ss	45
73024128	3ss	13
730248	5ss	117
73027454	3ss	45
73027523	5ss	52
73028166	3ss	52
73028307	5ss	54
73029103	3ss	54
73029304	5ss	124
73029819	3ss	124
7303140	3ss	61
7303285	5ss	128
7303524	3ss	128
7303659	5ss	128
73043684	5ss	57
73044620	5ss	12
73045083	3ss	12
73045186	5ss	14
73045315	3ss	57
73045423	5ss	69
73046102	3ss	12
73046222	5ss	81
73046446	3ss	14
73046626	5ss	12
73047228	3ss	81
73047309	5ss	241
73047355	3ss	12
73048489	5ss	12
73048715	3ss	12
73049109	3ss	69
73049200	5ss	50
73050866	5ss	35
73051189	3ss	35
73053330	5ss	17
73053457	3ss	17
73053690	5ss	11
73055568	3ss	11
73055605	3ss	50
73055700	5ss	60
73056499	5ss	22
