ENSG00000000003	TSPAN6	"tetraspanin 6"
ENSG00000271806	AL590822.2	""
ENSG00000271810	AL603832.3	""
ENSG00000271811	Z97200.1	""
ENSG00000271814	RN7SKP290	"RNA, 7SK small nuclear pseudogene 290"
ENSG00000271815	AC008897.3	""
ENSG00000271816	BMS1P4	"BMS1, ribosome biogenesis factor pseudogene 4"
ENSG00000271817	RF00012	""
ENSG00000271818	RN7SKP4	"RNA, 7SK small nuclear pseudogene 4"
ENSG00000271819	RNU6-94P	"RNA, U6 small nuclear 94, pseudogene"
ENSG00000271820	AL109910.2	""
ENSG00000271821	AL662844.3	""
ENSG00000271824	SMIM32	"small integral membrane protein 32"
ENSG00000271825	AC019080.3	""
ENSG00000271826	PLS3-AS1	"PLS3 antisense RNA 1"
ENSG00000271828	AC008937.3	""
ENSG00000271830	AC012213.4	""
ENSG00000271833	AL445222.1	""
ENSG00000271840	AL031281.2	""
ENSG00000271841	RNU7-10P	"RNA, U7 small nuclear 10 pseudogene"
ENSG00000271843	AC012557.1	""
ENSG00000271848	AC073389.2	""
ENSG00000271849	AC012603.1	""
ENSG00000271850	LINC02343	"long intergenic non-protein coding RNA 2343"
ENSG00000271851	AC087501.4	""
ENSG00000271852	SNORD11B	"small nucleolar RNA, C/D box 11B"
ENSG00000271853	AL162258.1	""
ENSG00000271855	AC073195.1	""
ENSG00000271856	LINC01215	"long intergenic non-protein coding RNA 1215"
ENSG00000271857	AL096865.1	""
ENSG00000271858	Z84492.1	""
ENSG00000271860	AL589740.1	""
ENSG00000271862	AC104118.1	""
ENSG00000271868	AC114810.1	""
ENSG00000271869	AC026979.2	""
ENSG00000271870	AC024060.1	""
ENSG00000271871	AC005740.4	""
ENSG00000271874	AC025754.2	""
ENSG00000271880	AGAP11	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 11"
ENSG00000271882	AP001330.5	""
ENSG00000271886	MIR98	"microRNA 98"
ENSG00000271888	AL136162.1	""
ENSG00000271889	AC016747.2	""
ENSG00000271890	OR10AE1P	"olfactory receptor family 10 subfamily AE member 1 pseudogene"
ENSG00000271892	AC026790.1	""
ENSG00000271893	AC064834.1	""
ENSG00000271894	AC007744.1	""
ENSG00000271895	AL109811.3	""
ENSG00000271897	AL357518.1	""
ENSG00000271898	MIR4791	"microRNA 4791"
ENSG00000271899	MIR4466	"microRNA 4466"
ENSG00000271900	AC025627.4	""
ENSG00000271901	AL161716.1	""
ENSG00000271904	AC091826.2	""
ENSG00000271907	SNORA35B	"small nucleolar RNA, H/ACA box 35B"
ENSG00000271911	AL357054.3	""
ENSG00000271913	AL035530.2	""
ENSG00000271914	AL139286.2	""
ENSG00000271916	AC012467.1	""
ENSG00000271917	AL357568.2	""
ENSG00000271918	AC034236.2	""
ENSG00000271919	AC005828.7	""
ENSG00000271922	RF01210	""
ENSG00000271923	RNU6-86P	"RNA, U6 small nuclear 86, pseudogene"
ENSG00000271924	RNA5SP108	"RNA, 5S ribosomal pseudogene 108"
ENSG00000271926	AC008972.1	""
ENSG00000271930	AC016877.3	""
ENSG00000271931	AL353135.1	""
ENSG00000271932	RNU6-85P	"RNA, U6 small nuclear 85, pseudogene"
ENSG00000271933	AL603756.1	""
ENSG00000271934	OR2AS2P	"olfactory receptor family 2 subfamily AS member 2 pseudogene"
ENSG00000271936	AC012073.1	""
ENSG00000271937	AC104187.1	""
ENSG00000271938	AC103724.4	""
ENSG00000271941	AC104184.1	""
ENSG00000271943	AC098614.4	""
ENSG00000271945	AL590426.2	""
ENSG00000271947	AC017076.1	""
ENSG00000271949	AC093423.3	""
ENSG00000271952	LINC01954	"long intergenic non-protein coding RNA 1954"
ENSG00000271955	AC007100.1	""
ENSG00000271958	AC021860.1	""
ENSG00000271959	AC100803.3	""
ENSG00000271963	AC026786.2	""
ENSG00000271964	AC090948.1	""
ENSG00000271966	AC021321.1	""
ENSG00000271967	AL583856.2	""
ENSG00000271968	ADAM6	"ADAM metallopeptidase domain 6 (pseudogene)"
ENSG00000271969	U47924.1	""
ENSG00000271971	AC120053.1	""
ENSG00000271973	AC141002.1	""
ENSG00000271974	AC103810.6	""
ENSG00000271976	AC012467.2	""
ENSG00000271977	AC226119.2	""
ENSG00000271978	AL359643.2	""
ENSG00000271980	AC012640.4	""
ENSG00000271981	AL158211.2	""
ENSG00000271982	SNORD58B	"small nucleolar RNA, C/D box 58B"
ENSG00000271983	AC023302.1	""
ENSG00000271984	AL008726.1	""
ENSG00000271985	BX248123.2	""
ENSG00000271986	RN7SL827P	"RNA, 7SL, cytoplasmic 827, pseudogene"
ENSG00000271989	AL139424.1	""
ENSG00000271991	AC013400.1	""
ENSG00000271992	AL354872.2	""
ENSG00000271993	AC126118.1	""
ENSG00000271996	AC019080.4	""
ENSG00000271998	AC034229.3	""
ENSG00000272000	AC236040.1	""
ENSG00000272002	AC010904.2	""
ENSG00000272004	FO704657.1	""
ENSG00000272006	AC037487.3	""
ENSG00000272008	AL139274.2	""
ENSG00000272009	AL121944.1	""
ENSG00000272010	AC100814.1	""
ENSG00000272015	RF00091	""
ENSG00000272017	AL137784.2	""
ENSG00000272020	RNU1-30P	"RNA, U1 small nuclear 30, pseudogene"
ENSG00000272021	AC008592.5	""
ENSG00000272023	AC010240.3	""
ENSG00000272024	AC064807.4	""
ENSG00000272025	RF00090	""
ENSG00000272027	AC073218.2	""
ENSG00000272028	RNU6-87P	"RNA, U6 small nuclear 87, pseudogene"
ENSG00000272030	AL162258.2	""
ENSG00000272031	ANKRD34A	"ankyrin repeat domain 34A"
ENSG00000272033	AL136984.1	""
ENSG00000272034	SNORD14A	"small nucleolar RNA, C/D box 14A"
ENSG00000272036	MIR139	"microRNA 139"
ENSG00000272037	AP002907.1	""
ENSG00000272040	AC010245.2	""
ENSG00000272043	AC016405.2	""
ENSG00000272046	AL445647.1	""
ENSG00000272047	GTF2H5	"general transcription factor IIH subunit 5"
ENSG00000272049	AC091965.4	""
ENSG00000272050	AL499627.2	""
ENSG00000272051	RF00019	""
ENSG00000272054	AC007390.2	""
ENSG00000272055	RNU6-6P	"RNA, U6 small nuclear 6, pseudogene"
ENSG00000272056	AC013472.3	""
ENSG00000272057	AC016575.1	""
ENSG00000272068	AL365181.2	""
ENSG00000272070	AC005618.1	""
ENSG00000272071	AC122710.3	""
ENSG00000272072	AC004492.1	""
ENSG00000272075	RN7SL828P	"RNA, 7SL, cytoplasmic 828, pseudogene"
ENSG00000272076	AC090186.1	""
ENSG00000272077	AC124045.1	""
ENSG00000272078	AL139423.1	""
ENSG00000272079	AC004233.3	""
ENSG00000272080	MIR502	"microRNA 502"
ENSG00000272081	AC008972.2	""
ENSG00000272084	AL137127.1	""
ENSG00000272085	AC091979.2	""
ENSG00000272086	AC025181.2	""
ENSG00000272087	AC080013.4	""
ENSG00000272088	AL512413.1	""
ENSG00000272092	AC087623.3	""
ENSG00000272094	AC091614.1	""
ENSG00000272096	RN7SL715P	"RNA, 7SL, cytoplasmic 715, pseudogene"
ENSG00000272097	AL024498.1	""
ENSG00000272100	AL513218.1	""
ENSG00000272101	AC243587.1	""
ENSG00000272102	AL133406.3	""
ENSG00000272103	AC026741.1	""
ENSG00000272104	Z84492.2	""
ENSG00000272106	AL691432.2	""
ENSG00000272108	AC244517.1	""
ENSG00000272109	AC008906.2	""
ENSG00000272112	AC011374.2	""
ENSG00000272113	RF00019	""
ENSG00000272114	AL136131.3	""
ENSG00000272115	AC233992.3	""
ENSG00000272121	AC006058.3	""
ENSG00000272123	AC008966.2	""
ENSG00000272128	AP006545.2	""
ENSG00000272129	AL359715.3	""
ENSG00000272130	AC091946.2	""
ENSG00000272134	AC103810.7	""
ENSG00000272137	AL451064.1	""
ENSG00000272138	LINC01607	"long intergenic non-protein coding RNA 1607"
ENSG00000272139	AC113349.2	""
ENSG00000272140	AC022400.5	""
ENSG00000272141	AL390719.2	""
ENSG00000272142	AL359643.3	""
ENSG00000272143	FGF14-AS2	"FGF14 antisense RNA 2"
ENSG00000272144	AC025171.4	""
ENSG00000272145	NFYC-AS1	"NFYC antisense RNA 1"
ENSG00000272146	ARF4-AS1	"ARF4 antisense RNA 1"
ENSG00000272148	AC013403.2	""
ENSG00000272149	AC112211.1	""
ENSG00000272150	NBPF25P	"NBPF member 25, pseudogene"
ENSG00000272153	AL365330.1	""
ENSG00000272154	AC244517.2	""
ENSG00000272155	AC055822.1	""
ENSG00000272156	AC008280.3	""
ENSG00000272157	AC107373.2	""
ENSG00000272158	AL139022.2	""
ENSG00000272159	AC087623.4	""
ENSG00000272160	RNU4-5P	"RNA, U4 small nuclear 5, pseudogene"
ENSG00000272161	AL589739.1	""
ENSG00000272162	AL024498.2	""
ENSG00000272163	AF106564.1	""
ENSG00000272164	AC005972.3	""
ENSG00000272166	RF01161	""
ENSG00000272167	AL606537.1	""
ENSG00000272168	CASC15	"cancer susceptibility 15 (non-protein coding)"
ENSG00000272170	AL355385.1	""
ENSG00000272172	AC138696.2	""
ENSG00000272173	U47924.2	""
ENSG00000272175	AL050343.2	""
ENSG00000272180	AC011306.1	""
ENSG00000272181	AC012557.2	""
ENSG00000272182	AC135507.1	""
ENSG00000272183	AC005041.3	""
ENSG00000272186	AP003392.6	""
ENSG00000272189	AL024508.2	""
ENSG00000272192	AC100812.1	""
ENSG00000272195	AL356512.1	""
ENSG00000272196	HIST2H2AA4	"histone cluster 2 H2A family member a4"
ENSG00000272197	RN7SL803P	"RNA, 7SL, cytoplasmic 803, pseudogene"
ENSG00000272202	AC097358.2	""
ENSG00000272203	AC004775.1	""
ENSG00000272205	AL451050.2	""
ENSG00000272209	AL023583.1	""
ENSG00000272211	AC114760.2	""
ENSG00000272215	RF00066	""
ENSG00000272217	AL645940.1	""
ENSG00000272218	AC108865.2	""
ENSG00000272219	AC005072.1	""
ENSG00000272220	AC103810.8	""
ENSG00000272221	AL645933.2	""
ENSG00000272223	AL136304.1	""
ENSG00000272226	AL136985.2	""
ENSG00000272230	MIR3666	"microRNA 3666"
ENSG00000272232	RN7SL726P	"RNA, 7SL, cytoplasmic 726, pseudogene"
ENSG00000272234	AC008945.1	""
ENSG00000272235	AL590438.1	""
ENSG00000272236	AL645939.2	""
ENSG00000272237	RF00402	""
ENSG00000272239	AC011373.1	""
ENSG00000272240	AC004908.1	""
ENSG00000272243	AL356277.3	""
ENSG00000272247	AC080013.5	""
ENSG00000272248	AL138831.2	""
ENSG00000272249	AP003117.2	""
ENSG00000272253	RNA5SP386	"RNA, 5S ribosomal pseudogene 386"
ENSG00000272254	AC022893.3	""
ENSG00000272255	AC113361.1	""
ENSG00000272256	AC044849.1	""
ENSG00000272259	LINC01749	"long intergenic non-protein coding RNA 1749"
ENSG00000272262	RNU6-89P	"RNA, U6 small nuclear 89, pseudogene"
ENSG00000272263	AC034198.2	""
ENSG00000272264	AC009686.2	""
ENSG00000272265	AC034236.3	""
ENSG00000272267	AC021242.3	""
ENSG00000272269	AL138724.1	""
ENSG00000272273	IER3-AS1	"IER3 antisense RNA 1"
ENSG00000272274	LINC00551	"long intergenic non-protein coding RNA 551"
ENSG00000272275	AC092687.3	""
ENSG00000272277	AL031963.3	""
ENSG00000272279	AL512329.2	""
ENSG00000272281	TPTE2P2	"transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 2"
ENSG00000272282	LINC02084	"long intergenic non-protein coding RNA 2084"
ENSG00000272288	AL451165.2	""
ENSG00000272293	AC083964.1	""
ENSG00000272295	AL844853.2	""
ENSG00000272296	SNORD96A	"small nucleolar RNA, C/D box 96A"
ENSG00000272297	AC018709.1	""
ENSG00000272298	AC091544.6	""
ENSG00000272301	AP002360.3	""
ENSG00000272304	AC096721.1	""
ENSG00000272305	AC096887.1	""
ENSG00000272308	AC104113.1	""
ENSG00000272311	IFNL4P1	"interferon lambda 4 pseudogene 1"
ENSG00000272312	AL133255.1	""
ENSG00000272316	AL021368.2	""
ENSG00000272319	AL022345.1	""
ENSG00000272320	AL445309.1	""
ENSG00000272321	AP003355.2	""
ENSG00000272323	AC026801.2	""
ENSG00000272324	AC012629.2	""
ENSG00000272325	NUDT3	"nudix hydrolase 3"
ENSG00000272328	AC007128.2	""
ENSG00000272329	AL353581.1	""
ENSG00000272330	AC002044.1	""
ENSG00000272333	KMT2B	"lysine methyltransferase 2B"
ENSG00000272334	AC011816.2	""
ENSG00000272335	AC093297.2	""
ENSG00000272337	RNU6-90P	"RNA, U6 small nuclear 90, pseudogene"
ENSG00000272338	AC067838.1	""
ENSG00000272341	AL137003.2	""
ENSG00000272342	LINC01115	"long intergenic non-protein coding RNA 1115"
ENSG00000272343	AC107952.2	""
ENSG00000272344	SNORD114-21	"small nucleolar RNA, C/D box 114-21"
ENSG00000272345	AL031775.1	""
ENSG00000272346	AC103810.9	""
ENSG00000272347	AC116351.2	""
ENSG00000272351	RNA5SP506	"RNA, 5S ribosomal pseudogene 506"
ENSG00000272354	AC092354.1	""
ENSG00000272356	AL080317.3	""
ENSG00000272359	RNU4-89P	"RNA, U4 small nuclear 89, pseudogene"
ENSG00000272360	AC116036.2	""
ENSG00000272361	AC005014.2	""
ENSG00000272362	AL160408.5	""
ENSG00000272366	AL158211.3	""
ENSG00000272368	AC074032.1	""
ENSG00000272369	AC008035.1	""
ENSG00000272370	AC092354.2	""
ENSG00000272371	AL591167.1	""
ENSG00000272372	AC009102.2	""
ENSG00000272374	Z97832.2	""
ENSG00000272375	AC026979.3	""
ENSG00000272379	AL008729.2	""
ENSG00000272380	MIR3976	"microRNA 3976"
ENSG00000272381	AL356258.1	""
ENSG00000272382	AC025171.5	""
ENSG00000272383	AC006270.3	""
ENSG00000272384	AC016405.3	""
ENSG00000272386	AC015802.5	""
ENSG00000272387	AL022345.2	""
ENSG00000272391	POM121C	"POM121 transmembrane nucleoporin C"
ENSG00000272393	RNU6-92P	"RNA, U6 small nuclear 92, pseudogene"
ENSG00000272395	IFNL4	"interferon lambda 4 (gene/pseudogene)"
ENSG00000272396	AC005392.3	""
ENSG00000272397	AL138916.2	""
ENSG00000272398	CD24	"CD24 molecule"
ENSG00000272400	AC103810.10	""
ENSG00000272402	AL031775.2	""
ENSG00000272405	AL365181.3	""
ENSG00000272406	AC108102.1	""
ENSG00000272407	AL022394.1	""
ENSG00000272410	AC022384.1	""
ENSG00000272411	AC116312.1	""
ENSG00000272412	RN7SL778P	"RNA, 7SL, cytoplasmic 778, pseudogene"
ENSG00000272414	FAM47E-STBD1	"FAM47E-STBD1 readthrough"
ENSG00000272416	AC025175.1	""
ENSG00000272417	AC034229.4	""
ENSG00000272418	AC090607.4	""
ENSG00000272419	AC241585.2	""
ENSG00000272420	AL513477.2	""
ENSG00000272425	AC009902.3	""
ENSG00000272426	BX284668.6	""
ENSG00000272428	AL450270.1	""
ENSG00000272430	AL356056.3	""
ENSG00000272431	AC104117.5	""
ENSG00000272432	AL031432.3	""
ENSG00000272434	AC137630.3	""
ENSG00000272435	RNA5SP357	"RNA, 5S ribosomal pseudogene 357"
ENSG00000272436	CUX2P1	"cut like homeobox 2 pseudogene 1"
ENSG00000272438	AL645608.7	""
ENSG00000272439	RNU6-91P	"RNA, U6 small nuclear 91, pseudogene"
ENSG00000272440	AC080013.6	""
ENSG00000272442	AL353588.1	""
ENSG00000272443	OR13Z2P	"olfactory receptor family 13 subfamily Z member 2 pseudogene"
ENSG00000272444	AL118558.4	""
ENSG00000272445	RNU6-84P	"RNA, U6 small nuclear 84, pseudogene"
ENSG00000272446	AL158850.2	""
ENSG00000272447	AL135925.1	""
ENSG00000272449	AL139246.5	""
ENSG00000272455	AL391244.3	""
ENSG00000272456	AC087045.2	""
ENSG00000272457	AC113194.1	""
ENSG00000272458	MIR432	"microRNA 432"
ENSG00000272459	AC139795.3	""
ENSG00000272460	SNORD115-40	"small nucleolar RNA, C/D box 115-40"
ENSG00000272461	AP005328.2	""
ENSG00000272462	U91328.1	""
ENSG00000272463	AL357054.4	""
ENSG00000272465	AL031768.1	""
ENSG00000272468	AL021807.1	""
ENSG00000272469	RN7SL760P	"RNA, 7SL, cytoplasmic 760, pseudogene"
ENSG00000272472	AL512283.1	""
ENSG00000272473	AC006273.1	""
ENSG00000272474	SNORD113-5	"small nucleolar RNA, C/D box 113-5"
ENSG00000272476	AL024507.2	""
ENSG00000272477	AC144521.1	""
ENSG00000272478	AL020996.3	""
ENSG00000272479	AC010857.1	""
ENSG00000272480	OR13Z3P	"olfactory receptor family 13 subfamily Z member 3 pseudogene"
ENSG00000272482	AC254633.1	""
ENSG00000272483	AC022001.3	""
ENSG00000272485	AL392183.1	""
ENSG00000272486	AC090922.1	""
ENSG00000272489	AL132656.3	""
ENSG00000272491	AL109659.2	""
ENSG00000272494	OR1X1P	"olfactory receptor family 1 subfamily X member 1 pseudogene"
ENSG00000272498	AC090948.2	""
ENSG00000272501	AL662844.4	""
ENSG00000272502	AC104958.2	""
ENSG00000272505	AC104964.4	""
ENSG00000272506	AL357078.3	""
ENSG00000272507	RNU6-88P	"RNA, U6 small nuclear 88, pseudogene"
ENSG00000272508	AL136982.6	""
ENSG00000272509	AC087752.4	""
ENSG00000272510	AL121992.3	""
ENSG00000272512	AL645608.8	""
ENSG00000272514	CFAP206	"cilia and flagella associated protein 206"
ENSG00000272515	AL355578.1	""
ENSG00000272516	AL158211.4	""
ENSG00000272518	AC036214.2	""
ENSG00000272519	AC079610.3	""
ENSG00000272523	LINC01023	"long intergenic non-protein coding RNA 1023"
ENSG00000272525	AC099522.2	""
ENSG00000272529	AC090948.3	""
ENSG00000272532	CYP2D6	"cytochrome P450 family 2 subfamily D member 6"
ENSG00000272533	SNORA28	"small nucleolar RNA, H/ACA box 28"
ENSG00000272536	RN7SL840P	"RNA, 7SL, cytoplasmic 840, pseudogene"
ENSG00000272537	AC005014.3	""
ENSG00000272540	AL662797.1	""
ENSG00000272541	AL021368.3	""
ENSG00000272542	AL137246.1	""
ENSG00000272543	MIR4787	"microRNA 4787"
ENSG00000272545	AC023813.4	""
ENSG00000272549	LINC02538	"long intergenic non-protein coding RNA 2538"
ENSG00000272551	AC017048.3	""
ENSG00000272554	AC012087.1	""
ENSG00000272555	AC009974.1	""
ENSG00000272556	GTF2IP13	"general transcription factor IIi pseudogene 13"
ENSG00000272558	U91328.2	""
ENSG00000272559	OR51F3P	"olfactory receptor family 51 subfamily F member 3 pseudogene"
ENSG00000272562	AL512343.2	""
ENSG00000272563	AC016745.2	""
ENSG00000272564	AC012511.1	""
ENSG00000272566	AF250324.1	""
ENSG00000272567	AC109347.2	""
ENSG00000272568	AC005162.3	""
ENSG00000272569	OR5BL1P	"olfactory receptor family 5 subfamily BL member 1 pseudogene"
ENSG00000272572	AL138762.1	""
ENSG00000272573	MUSTN1	"musculoskeletal, embryonic nuclear protein 1"
ENSG00000272574	AL596325.2	""
ENSG00000272575	LINC02098	"long intergenic non-protein coding RNA 2098"
ENSG00000272576	AC027271.1	""
ENSG00000272578	AP000347.1	""
ENSG00000272582	AL031587.3	""
ENSG00000272583	AL592494.3	""
ENSG00000272588	AC139887.4	""
ENSG00000272589	ZSWIM8-AS1	"ZSWIM8 antisense RNA 1"
ENSG00000272592	AL451049.1	""
ENSG00000272593	AL359091.3	""
ENSG00000272595	AC092028.1	""
ENSG00000272597	AC063944.3	""
ENSG00000272599	AC016394.2	""
ENSG00000272600	AC007308.1	""
ENSG00000272601	AC010655.3	""
ENSG00000272602	ZNF595	"zinc finger protein 595"
ENSG00000272603	NOP56P1	"NOP56 ribonucleoprotein pseudogene 1"
ENSG00000272604	AC073073.2	""
ENSG00000272606	AC015982.1	""
ENSG00000272609	AC016252.1	""
ENSG00000272610	MAGI1-IT1	"MAGI1 intronic transcript 1"
ENSG00000272613	RPL13P	"ribosomal protein L13 pseudogene"
ENSG00000272617	COG8	"component of oligomeric golgi complex 8"
ENSG00000272619	AC093673.2	""
ENSG00000272620	AFAP1-AS1	"AFAP1 antisense RNA 1"
ENSG00000272622	AC010735.2	""
ENSG00000272625	AP000919.4	""
ENSG00000272626	AC021146.12	""
ENSG00000272627	AC016542.1	""
ENSG00000272629	LINC01623	"long intergenic non-protein coding RNA 1623"
ENSG00000272630	AL731563.3	""
ENSG00000272631	AC067750.1	""
ENSG00000272632	AC097504.2	""
ENSG00000272634	AC103710.1	""
ENSG00000272635	AC006504.7	""
ENSG00000272636	DOC2B	"double C2 domain beta"
ENSG00000272638	AC006027.1	""
ENSG00000272639	AC015712.5	""
ENSG00000272642	AP003121.1	""
ENSG00000272644	AC097468.3	""
ENSG00000272645	GTF2IP20	"general transcription factor IIi pseudogene 20"
ENSG00000272646	AC079766.1	""
ENSG00000272647	AC005020.2	""
ENSG00000272650	AC110792.3	""
ENSG00000272654	AL358472.2	""
ENSG00000272655	POLR2J4	"RNA polymerase II subunit J4, pseudogene"
ENSG00000272656	AC024933.1	""
ENSG00000272657	AP000317.2	""
ENSG00000272660	AC090425.1	""
ENSG00000272661	AC021097.1	""
ENSG00000272662	AC073352.1	""
ENSG00000272663	AC093635.1	""
ENSG00000272664	OR51C4P	"olfactory receptor family 51 subfamily C member 4 pseudogene"
ENSG00000272666	U62317.2	""
ENSG00000272667	AC012306.2	""
ENSG00000272668	AL590560.2	""
ENSG00000272669	AL021707.6	""
ENSG00000272670	DOC2B	"double C2 domain beta"
ENSG00000272672	AL391497.1	""
ENSG00000272674	PCDHB16	"protocadherin beta 16"
ENSG00000272676	OR5AO1P	"olfactory receptor family 5 subfamily AO member 1 pseudogene"
ENSG00000272677	AC124016.1	""
ENSG00000272678	AC112503.1	""
ENSG00000272679	AL355987.2	""
ENSG00000272681	FAM223B	"family with sequence similarity 223 member B (non-protein coding)"
ENSG00000272682	AC004471.2	""
ENSG00000272685	OR9I3P	"olfactory receptor family 9 subfamily I member 3 pseudogene"
ENSG00000272686	AC006333.2	""
ENSG00000272688	AP005329.3	""
ENSG00000272689	AC004832.4	""
ENSG00000272690	LINC02018	"long intergenic non-protein coding RNA 2018"
ENSG00000272691	AC092807.2	""
ENSG00000272692	AC010997.4	""
ENSG00000272693	AC073107.1	""
ENSG00000272694	Z94160.2	""
ENSG00000272695	GAS6-AS2	"GAS6 antisense RNA 2 (head to head)"
ENSG00000272696	AL359091.4	""
ENSG00000272699	AC007620.3	""
ENSG00000272701	MESTIT1	"MEST intronic transcript 1, antisense RNA"
ENSG00000272702	AC010913.1	""
ENSG00000272703	AP005137.2	""
ENSG00000272707	AC046143.2	""
ENSG00000272710	AC133041.1	""
ENSG00000272711	AC019069.1	""
ENSG00000272712	TAS2R8	"taste 2 receptor member 8"
ENSG00000272714	AL139098.2	""
ENSG00000272715	AL157904.1	""
ENSG00000272716	AL121658.1	""
ENSG00000272717	AC112236.2	""
ENSG00000272718	AC006518.3	""
ENSG00000272719	AC006483.2	""
ENSG00000272720	AL022322.1	""
ENSG00000272721	AC131235.3	""
ENSG00000272727	LINC02266	"long intergenic non-protein coding RNA 2266"
ENSG00000272729	AC009336.1	""
ENSG00000272732	AC004982.1	""
ENSG00000272733	AP000345.2	""
ENSG00000272734	ADIRF-AS1	"ADIRF antisense RNA 1"
ENSG00000272735	AC007881.3	""
ENSG00000272736	AC005323.2	""
ENSG00000272741	AC069257.3	""
ENSG00000272742	AC135457.1	""
ENSG00000272744	AC107214.2	""
ENSG00000272745	AC004948.1	""
ENSG00000272746	AP005131.7	""
ENSG00000272748	AC063962.1	""
ENSG00000272750	AL592148.3	""
ENSG00000272751	AC006518.4	""
ENSG00000272752	STAG3L5P-PVRIG2P-PILRB	"STAG3L5P-PVRIG2P-PILRB readthrough"
ENSG00000272754	AL133245.1	""
ENSG00000272755	AC245297.2	""
ENSG00000272758	AC083798.2	""
ENSG00000272760	AC093726.1	""
ENSG00000272762	AC115284.1	""
ENSG00000272763	AC103702.2	""
ENSG00000272764	AL596094.1	""
ENSG00000272765	NDUFA6	"NADH:ubiquinone oxidoreductase subunit A6"
ENSG00000272767	JMJD1C-AS1	"JMJD1C antisense RNA 1"
ENSG00000272768	AC004854.2	""
ENSG00000272769	AC097532.2	""
ENSG00000272770	AC005696.2	""
ENSG00000272772	AC104109.3	""
ENSG00000272774	AC112219.2	""
ENSG00000272777	AC019131.2	""
ENSG00000272779	AC245060.4	""
ENSG00000272780	AC233702.9	""
ENSG00000272783	AC147067.2	""
ENSG00000272784	AC019193.2	""
ENSG00000272787	AC253536.6	""
ENSG00000272788	AP000864.1	""
ENSG00000272789	AC010976.2	""
ENSG00000272791	AC073389.3	""
ENSG00000272793	CR759954.1	""
ENSG00000272795	AC126283.1	""
ENSG00000272797	AC092954.1	""
ENSG00000272798	AL008721.1	""
ENSG00000272799	AC006238.1	""
ENSG00000272800	AC021851.1	""
ENSG00000272801	AC004080.5	""
ENSG00000272803	PRH2	"proline rich protein HaeIII subfamily 2"
ENSG00000272804	KRTAP10-7	"keratin associated protein 10-7"
ENSG00000272805	TAS2R10	"taste 2 receptor member 10"
ENSG00000272807	AC007038.2	""
ENSG00000272808	AC015712.6	""
ENSG00000272810	U91328.3	""
ENSG00000272812	AC004908.2	""
ENSG00000272813	OLA1P1	"Obg-like ATPase 1 pseudogene 1"
ENSG00000272814	AC093732.2	""
ENSG00000272815	AC098850.4	""
ENSG00000272817	AL359198.1	""
